from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,45.3,1000.0,4.5,1.0,4529.0
1,,1.0000,39,,1.0000*,123.6,1000.0,12.4,1.0,12361.1
2,,1.0000,3,,1.0000*,362.8,1000.0,36.3,1.0,36281.8
2,,1.0000,25,,1.0000*,143.0,1000.0,14.3,1.0,14303.0
3,,1.0000,4,,1.0000*,357.3,1000.0,35.7,1.0,35732.7
3,,1.0000*,18,,1.0000,382.4,1000.0,38.2,1.0,38240.3
4,,1.0000,5,,1.0000*,500.9,1000.0,50.1,1.0,50094.8
4,,1.0000,14,,1.0000*,376.0,1000.0,37.6,1.0,37602.8
5,,1.0000,6,,1.0000*,829.7,1000.0,83.0,1.0,82966.7
5,,1.0000*,8,,1.0000,354.1,1000.0,35.4,1.0,35411.4
6,,1.0000*,7,,1.0000,522.0,1000.0,52.2,1.0,52197.3
6,,1.0000*,11,,1.0000,792.9,1000.0,79.3,1.0,79289.7
7,,1.0000,8,,1.0000*,274.8,1000.0,27.5,1.0,27481.0
8,,1.0000*,9,,1.0000,105.7,1000.0,10.6,1.0,10568.0
9,,1.0000,39,,1.0000*,144.3,1000.0,14.4,1.0,14427.1
10,,1.0000,11,,1.0000*,782.2,1000.0,78.2,1.0,78222.5
10,,1.0000*,13,,1.0000,885.0,1000.0,88.5,1.0,88498.7
13,,1.0000*,14,,1.0000,883.0,1000.0,88.3,1.0,88304.5
14,,1.0000*,15,,1.0000,507.8,1000.0,50.8,1.0,50780.6
15,,1.0000*,16,,1.0000,248.8,1000.0,24.9,1.0,24878.6
16,,1.0000*,17,,1.0000,677.2,1000.0,67.7,1.0,67720.0
16,,1.0000,19,,1.0000*,460.3,500.0,92.1,1.0,46030.4
16,,1.0000,21,,1.0000*,330.9,500.0,66.2,1.0,33086.0
16,,1.0000*,24,,1.0000,112.0,500.0,22.4,1.0,11204.6
17,,1.0000,18,,1.0000*,221.9,500.0,44.4,1.0,22191.6
17,,1.0000*,27,,1.0000,109.6,500.0,21.9,1.0,10961.1
21,,1.0000,22,,1.0000*,618.7,500.0,123.7,1.0,61868.9
22,,1.0000,23,,1.0000*,75.5,500.0,15.1,1.0,7553.2
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0,35390.3
25,,1.0000,26,,1.0000*,198.0,500.0,39.6,1.0,19797.7
26,,1.0000*,27,,1.0000,394.3,500.0,78.9,1.0,39426.1
26,,1.0000,28,,1.0000*,150.0,500.0,30.0,1.0,14998.7
26,,1.0000,29,,1.0000*,201.4,500.0,40.3,1.0,20135.8
28,,1.0000,29,,1.0000*,350.7,500.0,70.1,1.0,35070.9
