NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,121.69467163085938,30-1 
31,1 ,750.0,0.0,1588.31640625,800.0,-500.0,738.0914916992188,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,109.99465942382812,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,114.36034393310547,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,169.49957275390625,34-1 
35,1 ,850.0,0.0,650.0,800.0,-500.0,217.200439453125,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,103.89051818847656,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,14.704974174499512,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,35.72126388549805,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,21.424659729003906,39-1 
