from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000*,2,,1.0000,73.9,1000.0,7.4
1,,1.0000,39,,1.0000*,139.6,1000.0,14.0
2,,1.0000*,3,,1.0000,365.1,1000.0,36.5
2,,1.0000,25,,1.0000*,201.8,1000.0,20.2
3,,1.0000,4,,1.0000*,146.7,1000.0,14.7
3,,1.0000,18,,1.0000*,190.3,1000.0,19.0
4,,1.0000,5,,1.0000*,437.8,1000.0,43.8
4,,1.0000,14,,1.0000*,222.2,1000.0,22.2
5,,1.0000,6,,1.0000*,754.9,1000.0,75.5
5,,1.0000,8,,1.0000*,344.5,1000.0,34.5
6,,1.0000*,7,,1.0000,497.6,1000.0,49.8
6,,1.0000,11,,1.0000*,216.7,1000.0,21.7
7,,1.0000,8,,1.0000*,249.8,1000.0,25.0
8,,1.0000*,9,,1.0000,55.0,1000.0,5.5
9,,1.0000,39,,1.0000*,153.2,1000.0,15.3
10,,1.0000*,11,,1.0000,208.1,1000.0,20.8
10,,1.0000*,13,,1.0000,461.7,1000.0,46.2
13,,1.0000*,14,,1.0000,469.1,1000.0,46.9
14,,1.0000,15,,1.0000*,254.6,1000.0,25.5
15,,1.0000*,16,,1.0000,118.8,1000.0,11.9
16,,1.0000*,17,,1.0000,424.4,1000.0,42.4
16,,1.0000,19,,1.0000*,455.1,500.0,91.0
16,,1.0000,21,,1.0000*,334.5,500.0,66.9
16,,1.0000*,24,,1.0000,92.5,500.0,18.5
17,,1.0000*,18,,1.0000,37.5,500.0,7.5
17,,1.0000*,27,,1.0000,54.8,500.0,11.0
21,,1.0000,22,,1.0000*,612.9,500.0,122.6
22,,1.0000,23,,1.0000*,74.1,500.0,14.8
23,,1.0000*,24,,1.0000,354.2,500.0,70.8
25,,1.0000,26,,1.0000*,144.5,500.0,28.9
26,,1.0000,27,,1.0000*,337.7,500.0,67.5
26,,1.0000,28,,1.0000*,154.2,500.0,30.8
26,,1.0000,29,,1.0000*,205.4,500.0,41.1
28,,1.0000,29,,1.0000*,351.9,500.0,70.4
