from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000*,2,,1.0000,46.7,1000.0,4.7,1.0  4671.7
1,,1.0000,39,,1.0000*,125.5,1000.0,12.5,1.0 12548.8
2,,1.0000,3,,1.0000*,374.1,1000.0,37.4,1.0 37410.4
2,,1.0000,25,,1.0000*,133.4,1000.0,13.3,1.0 13336.2
3,,1.0000,4,,1.0000*,371.6,1000.0,37.2,1.0 37161.4
3,,1.0000*,18,,1.0000,408.9,1000.0,40.9,1.0 40889.3
4,,1.0000,5,,1.0000*,701.2,1000.0,70.1,1.0 70118.8
4,,1.0000,14,,1.0000*,177.6,1000.0,17.8,1.0 17756.0
5,,1.0000,6,,1.0000*,1031.2,1000.0,103.1,1.0103119.6
5,,1.0000,8,,1.0000*,346.6,1000.0,34.7,1.0 34662.7
6,,1.0000*,7,,1.0000,551.8,1000.0,55.2,1.0 55175.9
6,,1.0000,11,,1.0000*,75.4,1000.0,7.5,1.0  7538.1
7,,1.0000*,8,,1.0000,305.0,1000.0,30.5,1.0 30504.8
8,,1.0000*,9,,1.0000,128.1,1000.0,12.8,1.0 12811.3
9,,1.0000,39,,1.0000*,154.0,1000.0,15.4,1.0 15395.6
10,,1.0000*,11,,1.0000,40.6,1000.0,4.1,1.0  4056.1
10,,1.0000*,13,,1.0000,627.2,1000.0,62.7,1.0 62722.5
13,,1.0000*,14,,1.0000,648.8,1000.0,64.9,1.0 64881.1
14,,1.0000*,15,,1.0000,470.1,1000.0,47.0,1.0 47011.2
15,,1.0000*,16,,1.0000,208.6,1000.0,20.9,1.0 20858.6
16,,1.0000*,17,,1.0000,640.1,1000.0,64.0,1.0 64007.6
16,,1.0000,19,,1.0000*,459.3,500.0,91.9,1.0 45930.9
16,,1.0000,21,,1.0000*,331.1,500.0,66.2,1.0 33114.7
16,,1.0000*,24,,1.0000,109.5,500.0,21.9,1.0 10946.0
17,,1.0000,18,,1.0000*,248.5,500.0,49.7,1.0 24853.3
17,,1.0000*,27,,1.0000,118.1,500.0,23.6,1.0 11808.4
21,,1.0000,22,,1.0000*,617.8,500.0,123.6,1.0 61780.7
22,,1.0000,23,,1.0000*,75.3,500.0,15.1,1.0  7534.3
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0 35385.8
25,,1.0000*,26,,1.0000,207.9,500.0,41.6,1.0 20789.5
26,,1.0000*,27,,1.0000,403.7,500.0,80.7,1.0 40372.2
26,,1.0000,28,,1.0000*,150.1,500.0,30.0,1.0 15008.6
26,,1.0000,29,,1.0000*,201.5,500.0,40.3,1.0 20145.6
28,,1.0000,29,,1.0000*,350.7,500.0,70.1,1.0 35073.5
