NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,132.7688446044922,30-1 
31,1 ,750.0,0.0,627.3549194335938,800.0,-500.0,420.7882080078125,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,54.54811477661133,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,169.5376739501953,33-1 
33,2 ,400.0,0.0,1000.0,300.0,0.0,268.25579833984375,33-2 
34,1 ,650.0,0.0,508.0,800.0,-300.0,255.17095947265625,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,272.579833984375,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,135.29617309570312,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,5.829437255859375,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,42.30160140991211,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-6.406208038330078,39-1 
