from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000*,2,,1.0000,48.7,1000.0,4.9,1.0  4870.8
1,,1.0000,39,,1.0000*,127.5,1000.0,12.8,1.0 12752.2
2,,1.0000,3,,1.0000*,371.2,1000.0,37.1,1.0 37124.6
2,,1.0000,25,,1.0000*,135.6,1000.0,13.6,1.0 13562.1
3,,1.0000,4,,1.0000*,370.0,1000.0,37.0,1.0 36996.6
3,,1.0000*,18,,1.0000,409.3,1000.0,40.9,1.0 40930.3
4,,1.0000,5,,1.0000*,704.8,1000.0,70.5,1.0 70484.1
4,,1.0000,14,,1.0000*,178.3,1000.0,17.8,1.0 17834.5
5,,1.0000,6,,1.0000*,1031.5,1000.0,103.2,1.0103154.3
5,,1.0000,8,,1.0000*,347.9,1000.0,34.8,1.0 34785.2
6,,1.0000*,7,,1.0000,553.3,1000.0,55.3,1.0 55333.8
6,,1.0000,11,,1.0000*,105.6,1000.0,10.6,1.0 10555.8
7,,1.0000,8,,1.0000*,305.5,1000.0,30.6,1.0 30554.8
8,,1.0000*,9,,1.0000,122.2,1000.0,12.2,1.0 12217.6
9,,1.0000,39,,1.0000*,164.0,1000.0,16.4,1.0 16403.0
10,,1.0000*,11,,1.0000,66.0,1000.0,6.6,1.0  6597.9
10,,1.0000*,13,,1.0000,626.7,1000.0,62.7,1.0 62671.1
13,,1.0000*,14,,1.0000,648.1,1000.0,64.8,1.0 64810.4
14,,1.0000*,15,,1.0000,470.3,1000.0,47.0,1.0 47033.3
15,,1.0000*,16,,1.0000,200.0,1000.0,20.0,1.0 20002.0
16,,1.0000*,17,,1.0000,640.0,1000.0,64.0,1.0 64004.7
16,,1.0000,19,,1.0000*,458.3,500.0,91.7,1.0 45833.9
16,,1.0000,21,,1.0000*,331.5,500.0,66.3,1.0 33152.4
16,,1.0000*,24,,1.0000,106.7,500.0,21.3,1.0 10667.4
17,,1.0000,18,,1.0000*,248.6,500.0,49.7,1.0 24863.8
17,,1.0000*,27,,1.0000,117.3,500.0,23.5,1.0 11735.0
21,,1.0000,22,,1.0000*,616.9,500.0,123.4,1.0 61689.4
22,,1.0000,23,,1.0000*,75.1,500.0,15.0,1.0  7514.0
23,,1.0000*,24,,1.0000,353.8,500.0,70.8,1.0 35384.0
25,,1.0000*,26,,1.0000,207.9,500.0,41.6,1.0 20786.4
26,,1.0000*,27,,1.0000,403.1,500.0,80.6,1.0 40309.2
26,,1.0000,28,,1.0000*,150.6,500.0,30.1,1.0 15055.3
26,,1.0000,29,,1.0000*,201.9,500.0,40.4,1.0 20191.5
28,,1.0000,29,,1.0000*,350.9,500.0,70.2,1.0 35086.1
