from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,105.5,1000.0,10.6,1.0 10550.5
1,,1.0000,39,,1.0000*,143.5,1000.0,14.4,1.0 14351.5
2,,1.0000,3,,1.0000*,370.5,1000.0,37.0,1.0 37047.5
2,,1.0000,25,,1.0000*,235.2,1000.0,23.5,1.0 23520.0
3,,1.0000*,4,,1.0000,50.8,1000.0,5.1,1.0  5076.3
3,,1.0000,18,,1.0000*,165.0,1000.0,16.5,1.0 16497.2
4,,1.0000*,5,,1.0000,259.1,1000.0,25.9,1.0 25914.6
4,,1.0000,14,,1.0000*,341.8,1000.0,34.2,1.0 34179.9
5,,1.0000,6,,1.0000*,527.2,1000.0,52.7,1.0 52719.7
5,,1.0000,8,,1.0000*,341.4,1000.0,34.1,1.0 34144.4
6,,1.0000*,7,,1.0000,457.0,1000.0,45.7,1.0 45703.8
6,,1.0000,11,,1.0000*,404.2,1000.0,40.4,1.0 40423.9
7,,1.0000,8,,1.0000*,209.3,1000.0,20.9,1.0 20927.5
8,,1.0000*,9,,1.0000,33.0,1000.0,3.3,1.0  3299.4
9,,1.0000,39,,1.0000*,138.2,1000.0,13.8,1.0 13821.1
10,,1.0000*,11,,1.0000,384.4,1000.0,38.4,1.0 38440.0
10,,1.0000,13,,1.0000*,303.8,1000.0,30.4,1.0 30379.8
13,,1.0000,14,,1.0000*,287.9,1000.0,28.8,1.0 28786.8
14,,1.0000,15,,1.0000*,198.0,1000.0,19.8,1.0 19798.7
15,,1.0000,16,,1.0000*,382.6,1000.0,38.3,1.0 38255.9
16,,1.0000,17,,1.0000*,1099.0,1000.0,109.9,1.0109898.3
16,,1.0000,19,,1.0000*,491.9,500.0,98.4,1.0 49192.7
16,,1.0000*,21,,1.0000,993.1,500.0,198.6,1.0 99309.9
16,,1.0000,24,,1.0000*,393.8,500.0,78.8,1.0 39376.3
17,,1.0000*,18,,1.0000,159.6,500.0,31.9,1.0 15961.9
17,,1.0000*,27,,1.0000,92.9,500.0,18.6,1.0  9290.0
21,,1.0000,22,,1.0000*,1255.1,500.0,251.0,1.0125510.4
22,,1.0000*,23,,1.0000,414.5,500.0,82.9,1.0 41452.3
23,,1.0000*,24,,1.0000,713.5,500.0,142.7,1.0 71350.7
25,,1.0000,26,,1.0000*,124.1,500.0,24.8,1.0 12409.7
26,,1.0000,27,,1.0000*,324.9,500.0,65.0,1.0 32489.1
26,,1.0000,28,,1.0000*,147.2,500.0,29.4,1.0 14723.1
26,,1.0000,29,,1.0000*,198.6,500.0,39.7,1.0 19857.7
28,,1.0000,29,,1.0000*,350.0,500.0,70.0,1.0 35004.2
