NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,27.976905822753906,30-1 
30,2 ,400.0,0.0,1000.0,300.0,0.0,111.90762329101562,30-2 
31,1 ,750.0,0.0,592.2852783203125,800.0,-500.0,413.8836364746094,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,48.0944709777832,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,116.94337463378906,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,170.696533203125,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,220.10018920898438,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,105.53497314453125,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,127.32064819335938,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,74.75238037109375,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,47.9963493347168,39-1 
