from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,102.0,1000.0,10.2,1.0 10198.9
1,,1.0000,39,,1.0000*,146.4,1000.0,14.6,1.0 14643.3
2,,1.0000,3,,1.0000*,365.1,1000.0,36.5,1.0 36510.3
2,,1.0000,25,,1.0000*,234.5,1000.0,23.5,1.0 23453.0
3,,1.0000*,4,,1.0000,51.2,1000.0,5.1,1.0  5118.2
3,,1.0000,18,,1.0000*,144.0,1000.0,14.4,1.0 14395.5
4,,1.0000*,5,,1.0000,255.9,1000.0,25.6,1.0 25585.8
4,,1.0000,14,,1.0000*,337.0,1000.0,33.7,1.0 33699.9
5,,1.0000,6,,1.0000*,534.4,1000.0,53.4,1.0 53444.4
5,,1.0000,8,,1.0000*,343.0,1000.0,34.3,1.0 34304.2
6,,1.0000*,7,,1.0000,458.8,1000.0,45.9,1.0 45883.8
6,,1.0000,11,,1.0000*,396.3,1000.0,39.6,1.0 39628.1
7,,1.0000,8,,1.0000*,211.0,1000.0,21.1,1.0 21103.3
8,,1.0000*,9,,1.0000,28.0,1000.0,2.8,1.0  2797.4
9,,1.0000,39,,1.0000*,144.3,1000.0,14.4,1.0 14433.8
10,,1.0000*,11,,1.0000,377.7,1000.0,37.8,1.0 37765.7
10,,1.0000,13,,1.0000*,302.9,1000.0,30.3,1.0 30293.0
13,,1.0000,14,,1.0000*,288.9,1000.0,28.9,1.0 28890.3
14,,1.0000,15,,1.0000*,168.1,1000.0,16.8,1.0 16805.8
15,,1.0000,16,,1.0000*,370.6,1000.0,37.1,1.0 37056.5
16,,1.0000,17,,1.0000*,1084.0,1000.0,108.4,1.0108399.4
16,,1.0000,19,,1.0000*,1442.1,500.0,288.4,1.0144205.2
16,,1.0000*,21,,1.0000,331.2,500.0,66.2,1.0 33122.5
16,,1.0000*,24,,1.0000,136.5,500.0,27.3,1.0 13646.1
17,,1.0000*,18,,1.0000,136.4,500.0,27.3,1.0 13642.0
17,,1.0000*,27,,1.0000,74.7,500.0,14.9,1.0  7469.1
21,,1.0000,22,,1.0000*,628.7,500.0,125.7,1.0 62868.0
22,,1.0000,23,,1.0000*,77.3,500.0,15.5,1.0  7731.5
23,,1.0000*,24,,1.0000,355.6,500.0,71.1,1.0 35562.4
25,,1.0000,26,,1.0000*,120.9,500.0,24.2,1.0 12093.3
26,,1.0000,27,,1.0000*,319.0,500.0,63.8,1.0 31896.5
26,,1.0000,28,,1.0000*,149.1,500.0,29.8,1.0 14909.1
26,,1.0000,29,,1.0000*,200.5,500.0,40.1,1.0 20047.0
28,,1.0000,29,,1.0000*,350.5,500.0,70.1,1.0 35047.8
