from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,326.8,1000.0,32.7,1.0,32676.5
1,,1.0000,39,,1.0000*,346.2,1000.0,34.6,1.0,34617.0
2,,1.0000*,3,,1.0000,703.1,1000.0,70.3,1.0,70313.3
2,,1.0000,25,,1.0000*,160.6,1000.0,16.1,1.0,16061.6
3,,1.0000*,4,,1.0000,332.7,1000.0,33.3,1.0,33272.2
3,,1.0000,18,,1.0000*,47.5,1000.0,4.8,1.0,4751.1
4,,1.0000*,5,,1.0000,170.2,1000.0,17.0,1.0,17015.8
4,,1.0000,14,,1.0000*,40.1,1000.0,4.0,1.0,4012.8
5,,1.0000*,6,,1.0000,182.8,1000.0,18.3,1.0,18279.8
5,,1.0000,8,,1.0000*,200.9,1000.0,20.1,1.0,20089.6
6,,1.0000,7,,1.0000*,242.2,1000.0,24.2,1.0,24216.6
6,,1.0000,11,,1.0000*,280.3,1000.0,28.0,1.0,28027.7
7,,1.0000,8,,1.0000*,149.3,1000.0,14.9,1.0,14927.9
8,,1.0000*,9,,1.0000,589.5,1000.0,59.0,1.0,58954.6
9,,1.0000,39,,1.0000*,591.6,1000.0,59.2,1.0,59164.7
10,,1.0000*,11,,1.0000,255.9,1000.0,25.6,1.0,25591.8
10,,1.0000,13,,1.0000*,114.0,1000.0,11.4,1.0,11402.5
13,,1.0000,14,,1.0000*,103.2,1000.0,10.3,1.0,10318.2
14,,1.0000,15,,1.0000*,158.7,1000.0,15.9,1.0,15866.2
15,,1.0000,16,,1.0000*,461.0,1000.0,46.1,1.0,46103.7
16,,1.0000*,17,,1.0000,46.0,1000.0,4.6,1.0,4600.7
16,,1.0000,19,,1.0000*,455.4,500.0,91.1,1.0,45536.0
16,,1.0000,21,,1.0000*,334.0,500.0,66.8,1.0,33399.6
16,,1.0000*,24,,1.0000,94.5,500.0,18.9,1.0,9453.1
17,,1.0000,18,,1.0000*,114.9,500.0,23.0,1.0,11491.4
17,,1.0000,27,,1.0000*,80.2,500.0,16.0,1.0,8016.5
21,,1.0000,22,,1.0000*,613.4,500.0,122.7,1.0,61336.9
22,,1.0000,23,,1.0000*,74.3,500.0,14.9,1.0,7425.0
23,,1.0000*,24,,1.0000,354.1,500.0,70.8,1.0,35412.3
25,,1.0000*,26,,1.0000,171.2,500.0,34.2,1.0,17117.0
26,,1.0000*,27,,1.0000,361.1,500.0,72.2,1.0,36108.4
26,,1.0000,28,,1.0000*,152.7,500.0,30.5,1.0,15272.8
26,,1.0000,29,,1.0000*,204.0,500.0,40.8,1.0,20401.8
28,,1.0000,29,,1.0000*,351.5,500.0,70.3,1.0,35147.7
