from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,289.7,1000.0,29.0,1.0 28966.7
1,,1.0000*,39,,1.0000,277.7,1000.0,27.8,1.0 27770.9
2,,1.0000,3,,1.0000*,862.1,1000.0,86.2,1.0 86212.4
2,,1.0000,25,,1.0000*,1033.4,1000.0,103.3,1.0103339.9
3,,1.0000,4,,1.0000*,542.9,1000.0,54.3,1.0 54290.1
3,,1.0000*,18,,1.0000,46.8,1000.0,4.7,1.0  4683.4
4,,1.0000*,5,,1.0000,213.7,1000.0,21.4,1.0 21365.2
4,,1.0000*,14,,1.0000,52.9,1000.0,5.3,1.0  5287.6
5,,1.0000*,6,,1.0000,197.1,1000.0,19.7,1.0 19714.1
5,,1.0000,8,,1.0000*,284.2,1000.0,28.4,1.0 28418.0
6,,1.0000,7,,1.0000*,349.2,1000.0,34.9,1.0 34919.8
6,,1.0000,11,,1.0000*,208.4,1000.0,20.8,1.0 20838.2
7,,1.0000,8,,1.0000*,104.8,1000.0,10.5,1.0 10475.2
8,,1.0000,9,,1.0000*,170.1,1000.0,17.0,1.0 17010.2
9,,1.0000,39,,1.0000*,219.1,1000.0,21.9,1.0 21909.4
10,,1.0000*,11,,1.0000,178.2,1000.0,17.8,1.0 17818.7
10,,1.0000,13,,1.0000*,222.9,1000.0,22.3,1.0 22291.3
13,,1.0000,14,,1.0000*,221.1,1000.0,22.1,1.0 22113.4
14,,1.0000,15,,1.0000*,279.7,1000.0,28.0,1.0 27974.1
15,,1.0000,16,,1.0000*,586.9,1000.0,58.7,1.0 58688.2
16,,1.0000,17,,1.0000*,110.2,1000.0,11.0,1.0 11019.9
16,,1.0000,19,,1.0000*,458.8,500.0,91.8,1.0 45883.5
16,,1.0000,21,,1.0000*,331.3,500.0,66.3,1.0 33131.7
16,,1.0000*,24,,1.0000,108.1,500.0,21.6,1.0 10813.7
17,,1.0000,18,,1.0000*,168.6,500.0,33.7,1.0 16861.7
17,,1.0000,27,,1.0000*,253.8,500.0,50.8,1.0 25378.7
21,,1.0000,22,,1.0000*,617.4,500.0,123.5,1.0 61736.8
22,,1.0000,23,,1.0000*,75.2,500.0,15.0,1.0  7524.7
23,,1.0000*,24,,1.0000,353.8,500.0,70.8,1.0 35384.6
25,,1.0000*,26,,1.0000,347.9,500.0,69.6,1.0 34787.0
26,,1.0000*,27,,1.0000,536.4,500.0,107.3,1.0 53644.9
26,,1.0000,28,,1.0000*,147.0,500.0,29.4,1.0 14702.3
26,,1.0000,29,,1.0000*,198.4,500.0,39.7,1.0 19836.0
28,,1.0000,29,,1.0000*,350.0,500.0,70.0,1.0 34999.8
