from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,124.6,1000.0,12.5,1.0,12462.0
1,,1.0000,39,,1.0000*,167.5,1000.0,16.7,1.0,16748.4
2,,1.0000*,3,,1.0000,364.8,1000.0,36.5,1.0,36482.4
2,,1.0000,25,,1.0000*,263.7,1000.0,26.4,1.0,26372.2
3,,1.0000,4,,1.0000*,76.9,1000.0,7.7,1.0,7688.4
3,,1.0000,18,,1.0000*,55.0,1000.0,5.5,1.0,5496.1
4,,1.0000*,5,,1.0000,197.1,1000.0,19.7,1.0,19714.3
4,,1.0000,14,,1.0000*,268.1,1000.0,26.8,1.0,26807.6
5,,1.0000,6,,1.0000*,483.6,1000.0,48.4,1.0,48364.3
5,,1.0000,8,,1.0000*,338.3,1000.0,33.8,1.0,33828.5
6,,1.0000*,7,,1.0000,442.9,1000.0,44.3,1.0,44289.0
6,,1.0000,11,,1.0000*,409.0,1000.0,40.9,1.0,40903.4
7,,1.0000,8,,1.0000*,195.5,1000.0,19.5,1.0,19548.0
8,,1.0000*,9,,1.0000,25.3,1000.0,2.5,1.0,2525.9
9,,1.0000,39,,1.0000*,148.5,1000.0,14.9,1.0,14852.8
10,,1.0000*,11,,1.0000,386.5,1000.0,38.7,1.0,38653.8
10,,1.0000*,13,,1.0000,299.9,1000.0,30.0,1.0,29993.7
13,,1.0000*,14,,1.0000,296.0,1000.0,29.6,1.0,29599.7
14,,1.0000,15,,1.0000*,72.7,1000.0,7.3,1.0,7270.8
15,,1.0000*,16,,1.0000,302.2,1000.0,30.2,1.0,30219.8
16,,1.0000*,17,,1.0000,212.8,1000.0,21.3,1.0,21281.6
16,,1.0000,19,,1.0000*,454.8,500.0,91.0,1.0,45475.0
16,,1.0000,21,,1.0000*,335.4,500.0,67.1,1.0,33538.4
16,,1.0000*,24,,1.0000,89.6,500.0,17.9,1.0,8964.6
17,,1.0000*,18,,1.0000,193.8,500.0,38.8,1.0,19383.2
17,,1.0000*,27,,1.0000,26.3,500.0,5.3,1.0,2629.5
21,,1.0000,22,,1.0000*,612.2,500.0,122.4,1.0,61216.1
22,,1.0000,23,,1.0000*,73.9,500.0,14.8,1.0,7388.9
23,,1.0000*,24,,1.0000,354.4,500.0,70.9,1.0,35440.9
25,,1.0000,26,,1.0000*,84.9,500.0,17.0,1.0,8494.1
26,,1.0000,27,,1.0000*,276.6,500.0,55.3,1.0,27659.5
26,,1.0000,28,,1.0000*,155.8,500.0,31.2,1.0,15576.8
26,,1.0000,29,,1.0000*,206.9,500.0,41.4,1.0,20689.1
28,,1.0000,29,,1.0000*,352.4,500.0,70.5,1.0,35241.1
