NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,179.2852783203125,30-1 
31,1 ,750.0,0.0,636.0098266601562,800.0,-500.0,466.8856201171875,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,123.04789733886719,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,212.8857879638672,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,215.16156005859375,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,616.059326171875,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,167.83273315429688,36-1 
36,2 ,400.0,0.0,1000.0,300.0,0.0,299.7012939453125,36-2 
37,1 ,700.0,0.0,540.0,800.0,-500.0,11.999532699584961,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,51.21352767944336,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,35.458824157714844,39-1 
