NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,315.4302978515625,30-1 
31,1 ,750.0,0.0,717.0361938476562,800.0,-500.0,472.6559753417969,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,107.3528060913086,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,156.9298553466797,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,189.22715759277344,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,265.0032653808594,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,130.99945068359375,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,109.00770568847656,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,486.96551513671875,38-1 
38,2 ,400.0,0.0,1000.0,300.0,0.0,300.0,38-2 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,80.49278259277344,39-1 
