from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000,2,,1.0000*,245.8,1000.0,24.6
1,,1.0000,39,,1.0000*,260.6,1000.0,26.1
2,,1.0000,3,,1.0000*,262.2,1000.0,26.2
2,,1.0000,25,,1.0000*,288.1,1000.0,28.8
3,,1.0000,4,,1.0000*,26.8,1000.0,2.7
3,,1.0000,18,,1.0000*,65.3,1000.0,6.5
4,,1.0000*,5,,1.0000,248.7,1000.0,24.9
4,,1.0000,14,,1.0000*,277.3,1000.0,27.7
5,,1.0000,6,,1.0000*,740.4,1000.0,74.0
5,,1.0000*,8,,1.0000,519.8,1000.0,52.0
6,,1.0000*,7,,1.0000,639.4,1000.0,63.9
6,,1.0000,11,,1.0000*,316.6,1000.0,31.7
7,,1.0000*,8,,1.0000,389.0,1000.0,38.9
8,,1.0000*,9,,1.0000,365.2,1000.0,36.5
9,,1.0000,39,,1.0000*,175.0,1000.0,17.5
10,,1.0000*,11,,1.0000,308.8,1000.0,30.9
10,,1.0000*,13,,1.0000,350.8,1000.0,35.1
13,,1.0000*,14,,1.0000,348.1,1000.0,34.8
14,,1.0000,15,,1.0000*,99.1,1000.0,9.9
15,,1.0000*,16,,1.0000,262.4,1000.0,26.2
16,,1.0000*,17,,1.0000,252.6,1000.0,25.3
16,,1.0000,19,,1.0000*,454.7,500.0,90.9
16,,1.0000,21,,1.0000*,335.7,500.0,67.1
16,,1.0000*,24,,1.0000,88.8,500.0,17.8
17,,1.0000*,18,,1.0000,209.3,500.0,41.9
17,,1.0000*,27,,1.0000,45.5,500.0,9.1
21,,1.0000,22,,1.0000*,612.0,500.0,122.4
22,,1.0000,23,,1.0000*,73.8,500.0,14.8
23,,1.0000*,24,,1.0000,354.5,500.0,70.9
25,,1.0000,26,,1.0000*,63.7,500.0,12.7
26,,1.0000,27,,1.0000*,252.9,500.0,50.6
26,,1.0000,28,,1.0000*,156.0,500.0,31.2
26,,1.0000,29,,1.0000*,207.1,500.0,41.4
28,,1.0000,29,,1.0000*,352.5,500.0,70.5
