from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,585.9,1000.0,58.6,1.0,58586.0
1,,1.0000*,39,,1.0000,579.0,1000.0,57.9,1.0,57898.6
2,,1.0000*,3,,1.0000,800.4,1000.0,80.0,1.0,80037.6
2,,1.0000*,25,,1.0000,149.1,1000.0,14.9,1.0,14905.1
3,,1.0000,4,,1.0000*,443.2,1000.0,44.3,1.0,44322.5
3,,1.0000*,18,,1.0000,56.6,1000.0,5.7,1.0,5659.3
4,,1.0000*,5,,1.0000,237.4,1000.0,23.7,1.0,23736.0
4,,1.0000,14,,1.0000*,252.4,1000.0,25.2,1.0,25235.3
5,,1.0000,6,,1.0000*,449.4,1000.0,44.9,1.0,44938.7
5,,1.0000*,8,,1.0000,648.9,1000.0,64.9,1.0,64888.7
6,,1.0000*,7,,1.0000,695.0,1000.0,69.5,1.0,69498.6
6,,1.0000,11,,1.0000*,533.0,1000.0,53.3,1.0,53300.0
7,,1.0000*,8,,1.0000,440.8,1000.0,44.1,1.0,44078.5
8,,1.0000*,9,,1.0000,541.6,1000.0,54.2,1.0,54158.2
9,,1.0000*,39,,1.0000,467.8,1000.0,46.8,1.0,46779.5
10,,1.0000*,11,,1.0000,510.7,1000.0,51.1,1.0,51069.6
10,,1.0000,13,,1.0000*,160.9,1000.0,16.1,1.0,16092.2
13,,1.0000,14,,1.0000*,131.8,1000.0,13.2,1.0,13175.4
14,,1.0000,15,,1.0000*,153.3,1000.0,15.3,1.0,15329.5
15,,1.0000,16,,1.0000*,458.9,1000.0,45.9,1.0,45888.0
16,,1.0000,17,,1.0000*,57.2,1000.0,5.7,1.0,5723.6
16,,1.0000,19,,1.0000*,457.9,500.0,91.6,1.0,45787.4
16,,1.0000,21,,1.0000*,331.7,500.0,66.3,1.0,33174.8
16,,1.0000*,24,,1.0000,105.2,500.0,21.0,1.0,10521.9
17,,1.0000,18,,1.0000*,138.7,500.0,27.7,1.0,13866.3
17,,1.0000,27,,1.0000*,91.0,500.0,18.2,1.0,9098.7
21,,1.0000,22,,1.0000*,616.4,500.0,123.3,1.0,61643.2
22,,1.0000,23,,1.0000*,75.0,500.0,15.0,1.0,7503.4
23,,1.0000*,24,,1.0000,353.8,500.0,70.8,1.0,35384.2
25,,1.0000*,26,,1.0000,187.6,500.0,37.5,1.0,18762.1
26,,1.0000*,27,,1.0000,370.9,500.0,74.2,1.0,37089.9
26,,1.0000,28,,1.0000*,148.0,500.0,29.6,1.0,14796.0
26,,1.0000,29,,1.0000*,199.3,500.0,39.9,1.0,19932.8
28,,1.0000,29,,1.0000*,350.2,500.0,70.0,1.0,35020.5
