NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,260.83001708984375,30-1 
31,1 ,750.0,0.0,652.5714111328125,800.0,-500.0,494.30718994140625,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,114.31685638427734,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,209.05087280273438,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,213.38436889648438,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,188.28329467773438,35-1 
35,2 ,400.0,0.0,1000.0,300.0,0.0,289.6666259765625,35-2 
36,1 ,670.0,0.0,560.0,800.0,-500.0,309.611328125,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,35.186058044433594,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,58.30095291137695,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,230.5878448486328,39-1 
