NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,174.20086669921875,30-1 
31,1 ,750.0,0.0,583.571533203125,800.0,-500.0,517.421630859375,31-1 
31,2 ,400.0,0.0,1021.5086059570312,300.0,0.0,300.0,31-2 
32,1 ,750.0,0.0,650.0,800.0,-500.0,82.07896423339844,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,90.31188201904297,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,158.35606384277344,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,190.20901489257812,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,88.5840072631836,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-5.2504658699035645,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,13.032126426696777,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,216.87576293945312,39-1 
