Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:31
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000     1      2     2           1.0000*    1  1    677.2  1000.0    67.7     1.0 67722.7
     1     1           1.0000*    1     39     39          1.0000     1  1    343.5  1000.0    34.3     1.0 34347.4
     2     2           1.0000     1      3     3           1.0000*    1  1     99.7  1000.0    10.0     1.0  9969.8
     2     2           1.0000     1     25     25          1.0000*    1  1    362.9  1000.0    36.3     1.0 36290.8
     3     3           1.0000     1      4     4           1.0000*    1  1    313.5  1000.0    31.3     1.0 31349.1
     3     3           1.0000     1     18     18          1.0000*    1  1    100.9  1000.0    10.1     1.0 10091.7
     4     4           1.0000     1      5     5           1.0000*    1  1    519.1  1000.0    51.9     1.0 51911.5
     4     4           1.0000     1     14     14          1.0000*    1  1    294.2  1000.0    29.4     1.0 29418.8
     5     5           1.0000     1      6     6           1.0000*    1  1   1039.1  1000.0   103.9     1.0103912.4
     5     5           1.0000*    1      8     8           1.0000     1  1    535.7  1000.0    53.6     1.0 53570.2
     6     6           1.0000*    1      7     7           1.0000     1  1    707.4  1000.0    70.7     1.0 70738.5
     6     6           1.0000     1     11     11          1.0000*    1  1    145.3  1000.0    14.5     1.0 14534.8
     7     7           1.0000*    1      8     8           1.0000     1  1    456.9  1000.0    45.7     1.0 45694.0
     8     8           1.0000*    1      9     9           1.0000     1  1    452.1  1000.0    45.2     1.0 45214.7
     9     9           1.0000*    1     39     39          1.0000     1  1    451.0  1000.0    45.1     1.0 45098.9
    10     10          1.0000*    1     11     11          1.0000     1  1    156.1  1000.0    15.6     1.0 15606.7
    10     10          1.0000*    1     13     13          1.0000     1  1    495.4  1000.0    49.5     1.0 49544.6
    13     13          1.0000*    1     14     14          1.0000     1  1    506.2  1000.0    50.6     1.0 50618.7
    14     14          1.0000     1     15     15          1.0000*    1  1    210.5  1000.0    21.0     1.0 21048.1
    15     15          1.0000*    1     16     16          1.0000     1  1    170.5  1000.0    17.1     1.0 17050.2
    16     16          1.0000*    1     17     17          1.0000     1  1    386.1  1000.0    38.6     1.0 38611.6
    16     16          1.0000     1     19     19          1.0000*    1  1    456.2   500.0    91.2     1.0 45621.5
    16     16          1.0000     1     21     21          1.0000*    1  1    332.9   500.0    66.6     1.0 33292.9
    16     16          1.0000*    1     24     24          1.0000     1  1     99.0   500.0    19.8     1.0  9899.1
    17     17          1.0000*    1     18     18          1.0000     1  1    257.1   500.0    51.4     1.0 25705.1
    17     17          1.0000*    1     27     27          1.0000     1  1    132.8   500.0    26.6     1.0 13275.8
    21     21          1.0000     1     22     22          1.0000*    1  1    614.6   700.0    87.8     1.0 61457.7
    22     22          1.0000     1     23     23          1.0000*    1  1     74.6   500.0    14.9     1.0  7457.8
    23     23          1.0000*    1     24     24          1.0000     1  1    353.9   500.0    70.8     1.0 35394.9
    25     25          1.0000     1     26     26          1.0000*    1  1     54.2   500.0    10.8     1.0  5422.9
    26     26          1.0000     1     27     27          1.0000*    1  1    178.7   500.0    35.7     1.0 17871.4
    26     26          1.0000     1     28     28          1.0000*    1  1    153.5   500.0    30.7     1.0 15345.7
    26     26          1.0000     1     29     29          1.0000*    1  1    204.7   500.0    40.9     1.0 20471.2
    28     28          1.0000     1     29     29          1.0000*    1  1    351.7   500.0    70.3     1.0 35169.4
