from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,677.2,1000.0,67.7,1.0 67722.7
1,,1.0000*,39,,1.0000,343.5,1000.0,34.3,1.0 34347.4
2,,1.0000,3,,1.0000*,99.7,1000.0,10.0,1.0  9969.8
2,,1.0000,25,,1.0000*,362.9,1000.0,36.3,1.0 36290.8
3,,1.0000,4,,1.0000*,313.5,1000.0,31.3,1.0 31349.1
3,,1.0000,18,,1.0000*,100.9,1000.0,10.1,1.0 10091.7
4,,1.0000,5,,1.0000*,519.1,1000.0,51.9,1.0 51911.5
4,,1.0000,14,,1.0000*,294.2,1000.0,29.4,1.0 29418.8
5,,1.0000,6,,1.0000*,1039.1,1000.0,103.9,1.0103912.4
5,,1.0000*,8,,1.0000,535.7,1000.0,53.6,1.0 53570.2
6,,1.0000*,7,,1.0000,707.4,1000.0,70.7,1.0 70738.5
6,,1.0000,11,,1.0000*,145.3,1000.0,14.5,1.0 14534.8
7,,1.0000*,8,,1.0000,456.9,1000.0,45.7,1.0 45694.0
8,,1.0000*,9,,1.0000,452.1,1000.0,45.2,1.0 45214.7
9,,1.0000*,39,,1.0000,451.0,1000.0,45.1,1.0 45098.9
10,,1.0000*,11,,1.0000,156.1,1000.0,15.6,1.0 15606.7
10,,1.0000*,13,,1.0000,495.4,1000.0,49.5,1.0 49544.6
13,,1.0000*,14,,1.0000,506.2,1000.0,50.6,1.0 50618.7
14,,1.0000,15,,1.0000*,210.5,1000.0,21.0,1.0 21048.1
15,,1.0000*,16,,1.0000,170.5,1000.0,17.1,1.0 17050.2
16,,1.0000*,17,,1.0000,386.1,1000.0,38.6,1.0 38611.6
16,,1.0000,19,,1.0000*,456.2,500.0,91.2,1.0 45621.5
16,,1.0000,21,,1.0000*,332.9,500.0,66.6,1.0 33292.9
16,,1.0000*,24,,1.0000,99.0,500.0,19.8,1.0  9899.1
17,,1.0000*,18,,1.0000,257.1,500.0,51.4,1.0 25705.1
17,,1.0000*,27,,1.0000,132.8,500.0,26.6,1.0 13275.8
21,,1.0000,22,,1.0000*,614.6,700.0,87.8,1.0 61457.7
22,,1.0000,23,,1.0000*,74.6,500.0,14.9,1.0  7457.8
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0 35394.9
25,,1.0000,26,,1.0000*,54.2,500.0,10.8,1.0  5422.9
26,,1.0000,27,,1.0000*,178.7,500.0,35.7,1.0 17871.4
26,,1.0000,28,,1.0000*,153.5,500.0,30.7,1.0 15345.7
26,,1.0000,29,,1.0000*,204.7,500.0,40.9,1.0 20471.2
28,,1.0000,29,,1.0000*,351.7,500.0,70.3,1.0 35169.4
