from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,699.1,1000.0,69.9,1.0,69910.2
1,,1.0000*,39,,1.0000,324.6,1000.0,32.5,1.0,32456.5
2,,1.0000,3,,1.0000*,111.7,1000.0,11.2,1.0,11168.0
2,,1.0000,25,,1.0000*,373.1,1000.0,37.3,1.0,37307.6
3,,1.0000,4,,1.0000*,298.0,1000.0,29.8,1.0,29795.4
3,,1.0000,18,,1.0000*,128.5,1000.0,12.9,1.0,12851.7
4,,1.0000,5,,1.0000*,317.8,1000.0,31.8,1.0,31783.5
4,,1.0000,14,,1.0000*,490.6,1000.0,49.1,1.0,49063.0
5,,1.0000,6,,1.0000*,836.6,1000.0,83.7,1.0,83656.4
5,,1.0000*,8,,1.0000,543.1,1000.0,54.3,1.0,54311.3
6,,1.0000*,7,,1.0000,677.5,1000.0,67.7,1.0,67747.4
6,,1.0000*,11,,1.0000,923.6,1000.0,92.4,1.0,92360.1
7,,1.0000*,8,,1.0000,427.1,1000.0,42.7,1.0,42713.1
8,,1.0000*,9,,1.0000,431.0,1000.0,43.1,1.0,43096.6
9,,1.0000*,39,,1.0000,429.5,1000.0,43.0,1.0,42950.1
10,,1.0000,11,,1.0000*,904.1,1000.0,90.4,1.0,90409.8
10,,1.0000*,13,,1.0000,754.8,1000.0,75.5,1.0,75477.4
13,,1.0000*,14,,1.0000,742.7,1000.0,74.3,1.0,74269.1
14,,1.0000*,15,,1.0000,250.0,1000.0,25.0,1.0,24999.4
15,,1.0000*,16,,1.0000,166.6,1000.0,16.7,1.0,16662.7
16,,1.0000*,17,,1.0000,424.9,1000.0,42.5,1.0,42491.2
16,,1.0000,19,,1.0000*,457.0,500.0,91.4,1.0,45702.3
16,,1.0000,21,,1.0000*,332.3,500.0,66.5,1.0,33226.2
16,,1.0000*,24,,1.0000,102.3,500.0,20.5,1.0,10227.7
17,,1.0000*,18,,1.0000,284.7,500.0,56.9,1.0,28468.4
17,,1.0000*,27,,1.0000,144.4,500.0,28.9,1.0,14435.1
21,,1.0000,22,,1.0000*,615.5,500.0,123.1,1.0,61553.2
22,,1.0000,23,,1.0000*,74.8,500.0,15.0,1.0,7481.9
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0,35387.3
25,,1.0000,26,,1.0000*,63.3,500.0,12.7,1.0,6331.7
26,,1.0000,27,,1.0000*,171.9,500.0,34.4,1.0,17186.7
26,,1.0000,28,,1.0000*,153.0,500.0,30.6,1.0,15295.6
26,,1.0000,29,,1.0000*,204.2,500.0,40.8,1.0,20423.5
28,,1.0000,29,,1.0000*,351.5,500.0,70.3,1.0,35154.4
