NUMBER,PU,Angle
1,0.9984560608863831,-0.38717618584632874
2,1.0149248838424683,-0.028096981346607208
3,1.0255955457687378,-0.11146509647369385
4,1.040745735168457,-0.16052083671092987
5,1.059653639793396,-0.16121581196784973
6,1.0614961385726929,-0.15035511553287506
7,1.047205924987793,-0.1948588341474533
8,1.0442761182785034,-0.20779961347579956
9,1.044595718383789,-0.29324761033058167
10,1.0505478382110596,-0.10153655707836151
11,1.0528719425201416,-0.11822618544101715
12,1.037574291229248,-0.11511595547199249
13,1.0471488237380981,-0.1102716326713562
14,1.0419809818267822,-0.12993782758712769
15,1.0280050039291382,-0.12031382322311401
16,1.036730408668518,-0.08886884152889252
17,1.0338035821914673,-0.09962151944637299
18,1.0293864011764526,-0.1116192489862442
19,1.0516550540924072,-0.008409740403294563
20,0.9918553829193115,-0.03294749557971954
21,1.03524911403656,-0.047111235558986664
22,1.0516630411148071,0.030226122587919235
23,1.046722173690796,0.026775985956192017
24,1.041828989982605,-0.08677967637777328
25,1.0334486961364746,-0.016367485746741295
26,1.0422649383544922,-0.05313489958643913
27,1.0322662591934204,-0.09493091702461243
28,1.0450447797775269,0.008666961453855038
29,1.0464590787887573,0.05709297955036163
30,1.0,0.20243506133556366
31,0.9819999933242798,-0.02769487537443638
32,0.9831000566482544,0.03355724364519119
33,0.9972000122070312,0.08258076012134552
34,1.0123001337051392,0.05760148912668228
35,1.049299955368042,0.11667076498270035
36,1.0635000467300415,0.16361449658870697
37,1.0277999639511108,0.10421080887317657
38,1.0264999866485596,0.18061228096485138
39,1.0299999713897705,-0.3519194424152374
