NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,238.81549072265625,30-1 
31,1 ,750.0,0.0,665.756103515625,800.0,-500.0,523.3155517578125,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,133.46395874023438,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,217.8881378173828,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,217.4806365966797,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,622.3344116210938,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,171.3278350830078,36-1 
36,2 ,400.0,0.0,1000.0,300.0,0.0,300.0,36-2 
37,1 ,700.0,0.0,540.0,800.0,-500.0,29.092681884765625,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,58.5169792175293,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,322.76971435546875,39-1 
