NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,164.12356567382812,30-1 
31,1 ,750.0,0.0,617.1322631835938,800.0,-500.0,538.695556640625,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,197.97982788085938,32-1 
32,2 ,400.0,0.0,1000.0,300.0,0.0,300.0,32-2 
33,1 ,750.0,0.0,632.0,800.0,-500.0,99.62603759765625,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,162.6722869873047,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,200.66184997558594,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,94.51165771484375,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-6.484075546264648,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,15.844038009643555,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,304.5543518066406,39-1 
