Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          SAT, APR 26 2025  22:15
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000     1      2     2           1.0000*    1  1    350.3  1000.0    35.0     1.0 35034.6
     1     1           1.0000     1     39     39          1.0000*    1  1    351.2  1000.0    35.1     1.0 35122.5
     2     2           1.0000     1      3     3           1.0000*    1  1    201.3  1000.0    20.1     1.0 20132.1
     2     2           1.0000     1     25     25          1.0000*    1  1    332.1  1000.0    33.2     1.0 33208.9
     3     3           1.0000*    1      4     4           1.0000     1  1     43.3  1000.0     4.3     1.0  4325.1
     3     3           1.0000     1     18     18          1.0000*    1  1    172.3  1000.0    17.2     1.0 17227.1
     4     4           1.0000*    1      5     5           1.0000     1  1    178.4  1000.0    17.8     1.0 17835.4
     4     4           1.0000     1     14     14          1.0000*    1  1    326.3  1000.0    32.6     1.0 32627.7
     5     5           1.0000     1      6     6           1.0000*    1  1    599.3  1000.0    59.9     1.0 59933.2
     5     5           1.0000*    1      8     8           1.0000     1  1    475.0  1000.0    47.5     1.0 47498.4
     6     6           1.0000*    1      7     7           1.0000     1  1    577.8  1000.0    57.8     1.0 57776.9
     6     6           1.0000     1     11     11          1.0000*    1  1    407.0  1000.0    40.7     1.0 40696.9
     7     7           1.0000     1      8     8           1.0000*    1  1    328.4  1000.0    32.8     1.0 32835.7
     8     8           1.0000*    1      9     9           1.0000     1  1    261.9  1000.0    26.2     1.0 26186.8
     9     9           1.0000     1     39     39          1.0000*    1  1    282.7  1000.0    28.3     1.0 28270.0
    10     10          1.0000*    1     11     11          1.0000     1  1    390.8  1000.0    39.1     1.0 39077.2
    10     10          1.0000     1     13     13          1.0000*    1  1    275.2  1000.0    27.5     1.0 27516.2
    13     13          1.0000     1     14     14          1.0000*    1  1    262.3  1000.0    26.2     1.0 26231.5
    14     14          1.0000     1     15     15          1.0000*    1  1    118.8  1000.0    11.9     1.0 11880.3
    15     15          1.0000     1     16     16          1.0000*    1  1    386.0  1000.0    38.6     1.0 38603.2
    16     16          1.0000*    1     17     17          1.0000     1  1    410.1  1000.0    41.0     1.0 41014.2
    16     16          1.0000     1     19     19          1.0000*    1  1    750.9   500.0   150.2     1.0 75088.8
    16     16          1.0000     1     21     21          1.0000*    1  1    333.6   500.0    66.7     1.0 33356.6
    16     16          1.0000*    1     24     24          1.0000     1  1     96.2   500.0    19.2     1.0  9623.7
    17     17          1.0000*    1     18     18          1.0000     1  1    321.5   500.0    64.3     1.0 32145.6
    17     17          1.0000*    1     27     27          1.0000     1  1     91.2   500.0    18.2     1.0  9115.9
    21     21          1.0000     1     22     22          1.0000*    1  1    613.8   500.0   122.8     1.0 61381.9
    22     22          1.0000     1     23     23          1.0000*    1  1     74.4   500.0    14.9     1.0  7437.6
    23     23          1.0000*    1     24     24          1.0000     1  1    354.0   500.0    70.8     1.0 35404.7
    25     25          1.0000     1     26     26          1.0000*    1  1     45.1   500.0     9.0     1.0  4506.8
    26     26          1.0000     1     27     27          1.0000*    1  1    214.7   500.0    42.9     1.0 21470.0
    26     26          1.0000     1     28     28          1.0000*    1  1    155.3   500.0    31.1     1.0 15528.4
    26     26          1.0000     1     29     29          1.0000*    1  1    206.4   500.0    41.3     1.0 20643.8
    28     28          1.0000     1     29     29          1.0000*    1  1    352.3   500.0    70.5     1.0 35225.8
