NUMBER,PU,Angle
1,1.0515460968017578,-0.4734640419483185
2,1.0557972192764282,-0.47104358673095703
3,1.043288230895996,-0.5212591290473938
4,1.0341523885726929,-0.4659208655357361
5,1.0459398031234741,-0.38586515188217163
6,1.0469471216201782,-0.3618752956390381
7,1.034522294998169,-0.4062460660934448
8,1.0325809717178345,-0.4188537895679474
9,1.0425440073013306,-0.45226937532424927
10,1.0399004220962524,-0.3639715015888214
11,1.0411783456802368,-0.36408209800720215
12,1.025648593902588,-0.37775662541389465
13,1.0357205867767334,-0.3897467851638794
14,1.0314210653305054,-0.4536725878715515
15,1.023071527481079,-0.571286678314209
16,1.0364469289779663,-0.5946123003959656
17,1.0392329692840576,-0.5735042095184326
18,1.0392465591430664,-0.5608981251716614
19,1.0515507459640503,-0.5141376852989197
20,0.9917985200881958,-0.5386815071105957
21,1.0364466905593872,-0.6188339591026306
22,1.0508061647415161,-0.6090245842933655
23,1.042833924293518,-0.6584256887435913
24,1.0419021844863892,-0.6185519099235535
25,1.0579169988632202,-0.456052303314209
26,1.0528360605239868,-0.5092697143554688
27,1.04020357131958,-0.5587804317474365
28,1.0505157709121704,-0.44801557064056396
29,1.0502123832702637,-0.3998783826828003
30,1.0475000143051147,-0.42909327149391174
31,0.9819999933242798,-0.02769487537443638
32,0.9831000566482544,-0.22748596966266632
33,0.9972000122070312,-0.42314305901527405
34,1.0123000144958496,-0.44813019037246704
35,1.049299955368042,-0.5225093364715576
36,1.0635000467300415,-0.5211434960365295
37,1.0277999639511108,-0.3376711308956146
38,1.0264999866485596,-0.2766178548336029
39,1.0299999713897705,-0.47434037923812866
