NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,105.93943786621094,30-1 
31,1 ,750.0,0.0,578.3623046875,800.0,-500.0,387.1383972167969,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,26.288253784179688,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,119.72859191894531,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,171.98719787597656,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,125.22187042236328,35-1 
35,2 ,400.0,0.0,1000.0,300.0,0.0,192.64903259277344,35-2 
36,1 ,670.0,0.0,560.0,800.0,-500.0,230.11134338378906,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-19.221513748168945,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,16.796401977539062,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-22.173612594604492,39-1 
