from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,404.8,1000.0,40.5,1.0,40475.0
1,,1.0000,39,,1.0000*,416.6,1000.0,41.7,1.0,41658.9
2,,1.0000*,3,,1.0000,691.6,1000.0,69.2,1.0,69159.8
2,,1.0000,25,,1.0000*,69.8,1000.0,7.0,1.0,6981.5
3,,1.0000*,4,,1.0000,22.4,1000.0,2.2,1.0,2242.7
3,,1.0000*,18,,1.0000,370.9,1000.0,37.1,1.0,37094.1
4,,1.0000,5,,1.0000*,449.1,1000.0,44.9,1.0,44912.2
4,,1.0000,14,,1.0000*,76.0,1000.0,7.6,1.0,7598.4
5,,1.0000,6,,1.0000*,492.4,1000.0,49.2,1.0,49238.4
5,,1.0000,8,,1.0000*,190.0,1000.0,19.0,1.0,19003.3
6,,1.0000,7,,1.0000*,278.3,1000.0,27.8,1.0,27827.7
6,,1.0000,11,,1.0000*,170.3,1000.0,17.0,1.0,17026.0
7,,1.0000,8,,1.0000*,108.3,1000.0,10.8,1.0,10825.0
8,,1.0000*,9,,1.0000,506.7,1000.0,50.7,1.0,50672.9
9,,1.0000,39,,1.0000*,517.1,1000.0,51.7,1.0,51705.8
10,,1.0000*,11,,1.0000,160.3,1000.0,16.0,1.0,16026.9
10,,1.0000*,13,,1.0000,511.3,1000.0,51.1,1.0,51129.1
13,,1.0000*,14,,1.0000,522.4,1000.0,52.2,1.0,52243.2
14,,1.0000*,15,,1.0000,451.1,1000.0,45.1,1.0,45108.0
15,,1.0000*,16,,1.0000,180.4,1000.0,18.0,1.0,18043.8
16,,1.0000,17,,1.0000*,377.8,1000.0,37.8,1.0,37778.6
16,,1.0000,19,,1.0000*,456.1,500.0,91.2,1.0,45614.9
16,,1.0000*,21,,1.0000,193.0,500.0,38.6,1.0,19303.3
16,,1.0000,24,,1.0000*,447.6,500.0,89.5,1.0,44755.7
17,,1.0000,18,,1.0000*,213.5,500.0,42.7,1.0,21346.0
17,,1.0000,27,,1.0000*,170.4,500.0,34.1,1.0,17039.7
21,,1.0000*,22,,1.0000,138.2,500.0,27.6,1.0,13819.1
22,,1.0000*,23,,1.0000,570.4,500.0,114.1,1.0,57039.1
23,,1.0000,24,,1.0000*,125.8,500.0,25.2,1.0,12584.0
25,,1.0000*,26,,1.0000,262.1,500.0,52.4,1.0,26209.6
26,,1.0000*,27,,1.0000,451.2,500.0,90.2,1.0,45122.2
26,,1.0000,28,,1.0000*,150.7,500.0,30.1,1.0,15066.4
26,,1.0000,29,,1.0000*,202.0,500.0,40.4,1.0,20202.3
28,,1.0000,29,,1.0000*,350.9,500.0,70.2,1.0,35089.1
