from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,55.6,1000.0,5.6,1.0,5557.2
1,,1.0000,39,,1.0000*,129.5,1000.0,13.0,1.0,12953.7
2,,1.0000,3,,1.0000*,362.9,1000.0,36.3,1.0,36294.7
2,,1.0000,25,,1.0000*,166.8,1000.0,16.7,1.0,16680.3
3,,1.0000,4,,1.0000*,270.3,1000.0,27.0,1.0,27029.7
3,,1.0000*,18,,1.0000,297.1,1000.0,29.7,1.0,29709.0
4,,1.0000,5,,1.0000*,483.2,1000.0,48.3,1.0,48319.7
4,,1.0000,14,,1.0000*,304.6,1000.0,30.5,1.0,30459.2
5,,1.0000,6,,1.0000*,806.6,1000.0,80.7,1.0,80662.9
5,,1.0000,8,,1.0000*,348.1,1000.0,34.8,1.0,34813.8
6,,1.0000*,7,,1.0000,512.0,1000.0,51.2,1.0,51196.5
6,,1.0000*,11,,1.0000,766.8,1000.0,76.7,1.0,76679.7
7,,1.0000,8,,1.0000*,264.8,1000.0,26.5,1.0,26480.0
8,,1.0000*,9,,1.0000,88.1,1000.0,8.8,1.0,8813.2
9,,1.0000,39,,1.0000*,139.9,1000.0,14.0,1.0,13989.3
10,,1.0000,11,,1.0000*,758.2,1000.0,75.8,1.0,75824.5
10,,1.0000*,13,,1.0000,910.1,1000.0,91.0,1.0,91006.9
13,,1.0000*,14,,1.0000,910.9,1000.0,91.1,1.0,91090.8
14,,1.0000*,15,,1.0000,610.6,1000.0,61.1,1.0,61059.6
15,,1.0000*,16,,1.0000,344.7,1000.0,34.5,1.0,34467.7
16,,1.0000*,17,,1.0000,221.2,1000.0,22.1,1.0,22124.9
16,,1.0000,19,,1.0000*,457.2,500.0,91.4,1.0,45723.1
16,,1.0000*,21,,1.0000,194.1,500.0,38.8,1.0,19405.2
16,,1.0000,24,,1.0000*,448.8,500.0,89.8,1.0,44875.3
17,,1.0000,18,,1.0000*,138.9,500.0,27.8,1.0,13894.1
17,,1.0000*,27,,1.0000,84.0,500.0,16.8,1.0,8401.3
21,,1.0000*,22,,1.0000,144.3,500.0,28.9,1.0,14429.9
22,,1.0000*,23,,1.0000,570.6,500.0,114.1,1.0,57057.6
23,,1.0000,24,,1.0000*,126.8,500.0,25.4,1.0,12679.4
25,,1.0000*,26,,1.0000,175.0,500.0,35.0,1.0,17502.8
26,,1.0000*,27,,1.0000,368.4,500.0,73.7,1.0,36841.4
26,,1.0000,28,,1.0000*,152.5,500.0,30.5,1.0,15247.8
26,,1.0000,29,,1.0000*,203.8,500.0,40.8,1.0,20377.8
28,,1.0000,29,,1.0000*,351.4,500.0,70.3,1.0,35140.4
