from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,211.5,1000.0,21.1,1.0,21147.5
1,,1.0000,39,,1.0000*,195.8,1000.0,19.6,1.0,19577.3
2,,1.0000,3,,1.0000*,863.2,1000.0,86.3,1.0,86324.9
2,,1.0000,25,,1.0000*,947.4,1000.0,94.7,1.0,94739.8
3,,1.0000*,4,,1.0000,231.9,1000.0,23.2,1.0,23190.5
3,,1.0000*,18,,1.0000,326.5,1000.0,32.6,1.0,32648.4
4,,1.0000*,5,,1.0000,271.8,1000.0,27.2,1.0,27177.1
4,,1.0000,14,,1.0000*,83.3,1000.0,8.3,1.0,8329.2
5,,1.0000,6,,1.0000*,492.5,1000.0,49.3,1.0,49253.3
5,,1.0000,8,,1.0000*,297.5,1000.0,29.7,1.0,29749.2
6,,1.0000*,7,,1.0000,413.1,1000.0,41.3,1.0,41314.0
6,,1.0000,11,,1.0000*,279.1,1000.0,27.9,1.0,27911.5
7,,1.0000,8,,1.0000*,165.8,1000.0,16.6,1.0,16580.7
8,,1.0000,9,,1.0000*,89.5,1000.0,9.0,1.0,8952.6
9,,1.0000,39,,1.0000*,171.1,1000.0,17.1,1.0,17110.6
10,,1.0000*,11,,1.0000,266.8,1000.0,26.7,1.0,26681.0
10,,1.0000*,13,,1.0000,408.5,1000.0,40.9,1.0,40850.2
13,,1.0000*,14,,1.0000,407.5,1000.0,40.7,1.0,40748.6
14,,1.0000,15,,1.0000*,326.3,1000.0,32.6,1.0,32628.4
15,,1.0000*,16,,1.0000,92.8,1000.0,9.3,1.0,9281.9
16,,1.0000,17,,1.0000*,513.8,1000.0,51.4,1.0,51375.3
16,,1.0000,19,,1.0000*,458.7,500.0,91.7,1.0,45868.8
16,,1.0000*,21,,1.0000,195.4,500.0,39.1,1.0,19544.8
16,,1.0000,24,,1.0000*,450.1,500.0,90.0,1.0,45008.9
17,,1.0000,18,,1.0000*,175.8,500.0,35.2,1.0,17584.7
17,,1.0000,27,,1.0000*,346.7,500.0,69.3,1.0,34671.9
21,,1.0000*,22,,1.0000,151.0,500.0,30.2,1.0,15098.3
22,,1.0000*,23,,1.0000,570.8,500.0,114.2,1.0,57077.5
23,,1.0000,24,,1.0000*,128.0,500.0,25.6,1.0,12801.6
25,,1.0000*,26,,1.0000,441.4,500.0,88.3,1.0,44135.7
26,,1.0000*,27,,1.0000,628.1,500.0,125.6,1.0,62810.7
26,,1.0000*,28,,1.0000,146.8,500.0,29.4,1.0,14677.8
26,,1.0000,29,,1.0000*,197.1,500.0,39.4,1.0,19713.1
28,,1.0000,29,,1.0000*,349.8,500.0,70.0,1.0,34977.4
