from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000*,2,,1.0000,81.9,1000.0,8.2
1,,1.0000,39,,1.0000*,144.8,1000.0,14.5
2,,1.0000*,3,,1.0000,367.7,1000.0,36.8
2,,1.0000,25,,1.0000*,214.0,1000.0,21.4
3,,1.0000,4,,1.0000*,101.0,1000.0,10.1
3,,1.0000,18,,1.0000*,144.8,1000.0,14.5
4,,1.0000,5,,1.0000*,427.2,1000.0,42.7
4,,1.0000,14,,1.0000*,185.2,1000.0,18.5
5,,1.0000,6,,1.0000*,742.1,1000.0,74.2
5,,1.0000,8,,1.0000*,342.1,1000.0,34.2
6,,1.0000*,7,,1.0000,492.5,1000.0,49.3
6,,1.0000,11,,1.0000*,206.5,1000.0,20.6
7,,1.0000,8,,1.0000*,244.7,1000.0,24.5
8,,1.0000,9,,1.0000*,45.9,1000.0,4.6
9,,1.0000,39,,1.0000*,154.4,1000.0,15.4
10,,1.0000*,11,,1.0000,197.6,1000.0,19.8
10,,1.0000*,13,,1.0000,473.0,1000.0,47.3
13,,1.0000*,14,,1.0000,482.2,1000.0,48.2
14,,1.0000,15,,1.0000*,300.8,1000.0,30.1
15,,1.0000*,16,,1.0000,112.1,1000.0,11.2
16,,1.0000*,17,,1.0000,43.4,1000.0,4.3
16,,1.0000,19,,1.0000*,454.5,500.0,90.9
16,,1.0000,21,,1.0000*,81.7,500.0,16.3
16,,1.0000*,24,,1.0000,218.4,500.0,43.7
17,,1.0000*,18,,1.0000,20.0,500.0,4.0
17,,1.0000,27,,1.0000*,47.2,500.0,9.4
21,,1.0000*,22,,1.0000,352.3,500.0,70.5
22,,1.0000,23,,1.0000*,308.7,500.0,61.7
23,,1.0000*,24,,1.0000,119.6,500.0,23.9
25,,1.0000*,26,,1.0000,133.6,500.0,26.7
26,,1.0000,27,,1.0000*,324.4,500.0,64.9
26,,1.0000,28,,1.0000*,155.9,500.0,31.2
26,,1.0000,29,,1.0000*,207.0,500.0,41.4
28,,1.0000,29,,1.0000*,352.5,500.0,70.5
