from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,232.9,1000.0,23.3,1.0 23288.2
1,,1.0000,39,,1.0000*,226.4,1000.0,22.6,1.0 22639.2
2,,1.0000*,3,,1.0000,1009.6,1000.0,101.0,1.0100963.2
2,,1.0000*,25,,1.0000,72.3,1000.0,7.2,1.0  7228.6
3,,1.0000*,4,,1.0000,278.7,1000.0,27.9,1.0 27871.3
3,,1.0000*,18,,1.0000,416.8,1000.0,41.7,1.0 41682.1
4,,1.0000*,5,,1.0000,246.1,1000.0,24.6,1.0 24613.3
4,,1.0000,14,,1.0000*,61.9,1000.0,6.2,1.0  6188.7
5,,1.0000,6,,1.0000*,448.5,1000.0,44.8,1.0 44848.6
5,,1.0000,8,,1.0000*,288.3,1000.0,28.8,1.0 28831.7
6,,1.0000*,7,,1.0000,396.9,1000.0,39.7,1.0 39694.4
6,,1.0000,11,,1.0000*,288.5,1000.0,28.8,1.0 28847.5
7,,1.0000,8,,1.0000*,150.1,1000.0,15.0,1.0 15006.7
8,,1.0000,9,,1.0000*,118.4,1000.0,11.8,1.0 11843.8
9,,1.0000,39,,1.0000*,189.4,1000.0,18.9,1.0 18944.9
10,,1.0000*,11,,1.0000,275.6,1000.0,27.6,1.0 27564.5
10,,1.0000*,13,,1.0000,399.8,1000.0,40.0,1.0 39979.1
13,,1.0000*,14,,1.0000,398.2,1000.0,39.8,1.0 39821.7
14,,1.0000,15,,1.0000*,338.8,1000.0,33.9,1.0 33881.8
15,,1.0000*,16,,1.0000,95.1,1000.0,9.5,1.0  9506.3
16,,1.0000,17,,1.0000*,498.6,1000.0,49.9,1.0 49859.7
16,,1.0000,19,,1.0000*,457.9,500.0,91.6,1.0 45790.9
16,,1.0000*,21,,1.0000,194.7,500.0,38.9,1.0 19470.0
16,,1.0000,24,,1.0000*,449.4,500.0,89.9,1.0 44940.4
17,,1.0000,18,,1.0000*,263.5,500.0,52.7,1.0 26350.0
17,,1.0000,27,,1.0000*,243.1,500.0,48.6,1.0 24310.3
21,,1.0000*,22,,1.0000,147.6,500.0,29.5,1.0 14757.0
22,,1.0000*,23,,1.0000,570.7,500.0,114.1,1.0 57067.4
23,,1.0000,24,,1.0000*,127.4,500.0,25.5,1.0 12737.0
25,,1.0000*,26,,1.0000,336.7,500.0,67.3,1.0 33671.8
26,,1.0000*,27,,1.0000,521.9,500.0,104.4,1.0 52185.3
26,,1.0000,28,,1.0000*,146.4,500.0,29.3,1.0 14642.1
26,,1.0000,29,,1.0000*,197.7,500.0,39.5,1.0 19772.7
28,,1.0000,29,,1.0000*,349.9,500.0,70.0,1.0 34987.7
