NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,99.43800354003906,30-1 
31,1 ,750.0,0.0,1571.1712646484375,800.0,-500.0,690.6530151367188,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,64.21900177001953,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,80.40033721923828,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,153.7635040283203,34-1 
35,1 ,850.0,0.0,650.0,800.0,-500.0,179.08721923828125,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,82.27702331542969,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-25.85513687133789,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,5.7062225341796875,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,1.0114957094192505,39-1 
