Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:31
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000     1      2     2           1.0000*    1  1    272.7  1000.0    27.3     1.0 27270.4
     1     1           1.0000*    1     39     39          1.0000     1  1    260.6  1000.0    26.1     1.0 26055.1
     2     2           1.0000*    1      3     3           1.0000     1  1    597.6  1000.0    59.8     1.0 59757.4
     2     2           1.0000     1     25     25          1.0000*    1  1    717.7  1000.0    71.8     1.0 71771.2
     3     3           1.0000     1      4     4           1.0000*    1  1    494.9  1000.0    49.5     1.0 49494.1
     3     3           1.0000     1     18     18          1.0000*    1  1    237.5  1000.0    23.8     1.0 23751.2
     4     4           1.0000*    1      5     5           1.0000     1  1    339.8  1000.0    34.0     1.0 33975.1
     4     4           1.0000     1     14     14          1.0000*    1  1    291.8  1000.0    29.2     1.0 29183.9
     5     5           1.0000*    1      6     6           1.0000     1  1     78.1  1000.0     7.8     1.0  7809.0
     5     5           1.0000     1      8     8           1.0000*    1  1    304.2  1000.0    30.4     1.0 30419.8
     6     6           1.0000     1      7     7           1.0000*    1  1    337.0  1000.0    33.7     1.0 33704.7
     6     6           1.0000*    1     11     11          1.0000     1  1    642.9  1000.0    64.3     1.0 64288.8
     7     7           1.0000     1      8     8           1.0000*    1  1     92.2  1000.0     9.2     1.0  9223.2
     8     8           1.0000*    1      9     9           1.0000     1  1    156.6  1000.0    15.7     1.0 15659.4
     9     9           1.0000     1     39     39          1.0000*    1  1    195.8  1000.0    19.6     1.0 19584.0
    10     10          1.0000*    1     11     11          1.0000     1  1    608.0  1000.0    60.8     1.0 60800.6
    10     10          1.0000     1     13     13          1.0000*    1  1    127.0  1000.0    12.7     1.0 12695.5
    13     13          1.0000     1     14     14          1.0000*    1  1     99.9  1000.0    10.0     1.0  9992.1
    14     14          1.0000     1     15     15          1.0000*    1  1    304.0  1000.0    30.4     1.0 30400.5
    15     15          1.0000     1     16     16          1.0000*    1  1    600.0  1000.0    60.0     1.0 59998.2
    16     16          1.0000     1     17     17          1.0000*    1  1    238.4  1000.0    23.8     1.0 23842.3
    16     16          1.0000     1     19     19          1.0000*    1  1    472.1   500.0    94.4     1.0 47209.4
    16     16          1.0000*    1     21     21          1.0000     1  1    330.8   500.0    66.2     1.0 33080.0
    16     16          1.0000*    1     24     24          1.0000     1  1    133.7   500.0    26.7     1.0 13367.9
    17     17          1.0000*    1     18     18          1.0000     1  1    380.4   500.0    76.1     1.0 38044.7
    17     17          1.0000*    1     27     27          1.0000     1  1    558.5   500.0   111.7     1.0 55850.7
    21     21          1.0000     1     22     22          1.0000*    1  1    627.4   500.0   125.5     1.0 62738.9
    22     22          1.0000     1     23     23          1.0000*    1  1     77.1   500.0    15.4     1.0  7711.1
    23     23          1.0000*    1     24     24          1.0000     1  1    355.3   500.0    71.1     1.0 35531.0
    25     25          1.0000*    1     26     26          1.0000     1  1    457.8   500.0    91.6     1.0 45782.3
    26     26          1.0000     1     27     27          1.0000*    1  1    786.4   500.0   157.3     1.0 78641.6
    26     26          1.0000*    1     28     28          1.0000     1  1    629.1   500.0   125.8     1.0 62913.8
    26     26          1.0000     1     29     29          1.0000*    1  1    679.3   500.0   135.9     1.0 67930.2
    28     28          1.0000     1     29     29          1.0000*    1  1    842.4   500.0   168.5     1.0 84240.9
