from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,124.8,1000.0,12.5,1.0,12484.7
1,,1.0000,39,,1.0000*,167.8,1000.0,16.8,1.0,16782.4
2,,1.0000*,3,,1.0000,364.7,1000.0,36.5,1.0,36470.1
2,,1.0000,25,,1.0000*,263.9,1000.0,26.4,1.0,26388.5
3,,1.0000,4,,1.0000*,76.7,1000.0,7.7,1.0,7670.6
3,,1.0000,18,,1.0000*,54.2,1000.0,5.4,1.0,5416.3
4,,1.0000*,5,,1.0000,184.7,1000.0,18.5,1.0,18469.8
4,,1.0000,14,,1.0000*,264.5,1000.0,26.4,1.0,26448.3
5,,1.0000,6,,1.0000*,484.4,1000.0,48.4,1.0,48436.5
5,,1.0000,8,,1.0000*,338.5,1000.0,33.8,1.0,33847.8
6,,1.0000*,7,,1.0000,441.7,1000.0,44.2,1.0,44169.7
6,,1.0000,11,,1.0000*,368.8,1000.0,36.9,1.0,36880.3
7,,1.0000,8,,1.0000*,194.6,1000.0,19.5,1.0,19456.6
8,,1.0000*,9,,1.0000,28.5,1000.0,2.8,1.0,2848.3
9,,1.0000,39,,1.0000*,144.9,1000.0,14.5,1.0,14486.1
10,,1.0000*,11,,1.0000,357.7,1000.0,35.8,1.0,35773.4
10,,1.0000,13,,1.0000*,301.4,1000.0,30.1,1.0,30138.3
13,,1.0000*,14,,1.0000,293.7,1000.0,29.4,1.0,29374.4
14,,1.0000,15,,1.0000*,81.0,1000.0,8.1,1.0,8101.4
15,,1.0000*,16,,1.0000,299.7,1000.0,30.0,1.0,29966.0
16,,1.0000*,17,,1.0000,212.3,1000.0,21.2,1.0,21228.8
16,,1.0000,19,,1.0000*,454.6,500.0,90.9,1.0,45464.8
16,,1.0000,21,,1.0000*,335.8,500.0,67.2,1.0,33578.8
16,,1.0000*,24,,1.0000,88.4,500.0,17.7,1.0,8836.4
17,,1.0000*,18,,1.0000,193.8,500.0,38.8,1.0,19379.9
17,,1.0000*,27,,1.0000,25.2,500.0,5.0,1.0,2520.1
21,,1.0000,22,,1.0000*,611.9,500.0,122.4,1.0,61186.4
22,,1.0000,23,,1.0000*,73.8,500.0,14.8,1.0,7379.3
23,,1.0000*,24,,1.0000,354.5,500.0,70.9,1.0,35450.1
25,,1.0000,26,,1.0000*,84.7,500.0,16.9,1.0,8473.4
26,,1.0000,27,,1.0000*,276.3,500.0,55.3,1.0,27631.1
26,,1.0000,28,,1.0000*,155.9,500.0,31.2,1.0,15594.8
26,,1.0000,29,,1.0000*,207.1,500.0,41.4,1.0,20706.0
28,,1.0000,29,,1.0000*,352.5,500.0,70.5,1.0,35246.9
