Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:31
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000*    1      2     2           1.0000     1  1    124.4  1000.0    12.4     1.0 12441.7
     1     1           1.0000     1     39     39          1.0000*    1  1    166.6  1000.0    16.7     1.0 16659.7
     2     2           1.0000*    1      3     3           1.0000     1  1    365.0  1000.0    36.5     1.0 36495.1
     2     2           1.0000     1     25     25          1.0000*    1  1    262.6  1000.0    26.3     1.0 26262.5
     3     3           1.0000     1      4     4           1.0000*    1  1     81.3  1000.0     8.1     1.0  8130.4
     3     3           1.0000     1     18     18          1.0000*    1  1     50.8  1000.0     5.1     1.0  5082.9
     4     4           1.0000*    1      5     5           1.0000     1  1    175.6  1000.0    17.6     1.0 17555.3
     4     4           1.0000     1     14     14          1.0000*    1  1    263.9  1000.0    26.4     1.0 26386.5
     5     5           1.0000     1      6     6           1.0000*    1  1    486.4  1000.0    48.6     1.0 48640.7
     5     5           1.0000     1      8     8           1.0000*    1  1    336.7  1000.0    33.7     1.0 33671.1
     6     6           1.0000*    1      7     7           1.0000     1  1    439.4  1000.0    43.9     1.0 43944.6
     6     6           1.0000     1     11     11          1.0000*    1  1    359.5  1000.0    35.9     1.0 35945.2
     7     7           1.0000     1      8     8           1.0000*    1  1    193.0  1000.0    19.3     1.0 19299.1
     8     8           1.0000*    1      9     9           1.0000     1  1     41.2  1000.0     4.1     1.0  4121.5
     9     9           1.0000     1     39     39          1.0000*    1  1    130.8  1000.0    13.1     1.0 13084.9
    10     10          1.0000*    1     11     11          1.0000     1  1    352.4  1000.0    35.2     1.0 35239.7
    10     10          1.0000     1     13     13          1.0000*    1  1    301.6  1000.0    30.2     1.0 30157.7
    13     13          1.0000*    1     14     14          1.0000     1  1    294.4  1000.0    29.4     1.0 29444.2
    14     14          1.0000     1     15     15          1.0000*    1  1     70.6  1000.0     7.1     1.0  7062.9
    15     15          1.0000*    1     16     16          1.0000     1  1    302.6  1000.0    30.3     1.0 30257.3
    16     16          1.0000*    1     17     17          1.0000     1  1    212.1  1000.0    21.2     1.0 21205.8
    16     16          1.0000     1     19     19          1.0000*    1  1    454.9   500.0    91.0     1.0 45486.9
    16     16          1.0000     1     21     21          1.0000*    1  1    335.0   500.0    67.0     1.0 33501.7
    16     16          1.0000*    1     24     24          1.0000     1  1     90.9   500.0    18.2     1.0  9086.0
    17     17          1.0000*    1     18     18          1.0000     1  1    193.3   500.0    38.7     1.0 19331.0
    17     17          1.0000*    1     27     27          1.0000     1  1     27.8   500.0     5.6     1.0  2777.3
    21     21          1.0000     1     22     22          1.0000*    1  1    612.4   700.0    87.5     1.0 61245.0
    22     22          1.0000     1     23     23          1.0000*    1  1     74.0   500.0    14.8     1.0  7397.9
    23     23          1.0000*    1     24     24          1.0000     1  1    354.3   500.0    70.9     1.0 35432.9
    25     25          1.0000     1     26     26          1.0000*    1  1     84.8   500.0    17.0     1.0  8478.7
    26     26          1.0000     1     27     27          1.0000*    1  1    276.7   500.0    55.3     1.0 27674.8
    26     26          1.0000     1     28     28          1.0000*    1  1    155.4   500.0    31.1     1.0 15541.6
    26     26          1.0000     1     29     29          1.0000*    1  1    206.6   500.0    41.3     1.0 20656.1
    28     28          1.0000     1     29     29          1.0000*    1  1    352.3   500.0    70.5     1.0 35229.9
