from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,306.2,1000.0,30.6,1.0,30615.7
1,,1.0000,39,,1.0000*,327.9,1000.0,32.8,1.0,32789.6
2,,1.0000*,3,,1.0000,692.5,1000.0,69.2,1.0,69246.3
2,,1.0000,25,,1.0000*,170.8,1000.0,17.1,1.0,17083.3
3,,1.0000*,4,,1.0000,349.8,1000.0,35.0,1.0,34977.9
3,,1.0000,18,,1.0000*,23.6,1000.0,2.4,1.0,2359.9
4,,1.0000*,5,,1.0000,129.9,1000.0,13.0,1.0,12989.5
4,,1.0000,14,,1.0000*,234.1,1000.0,23.4,1.0,23414.9
5,,1.0000*,6,,1.0000,61.4,1000.0,6.1,1.0,6140.0
5,,1.0000,8,,1.0000*,203.6,1000.0,20.4,1.0,20361.1
6,,1.0000,7,,1.0000*,225.9,1000.0,22.6,1.0,22592.2
6,,1.0000,11,,1.0000*,516.1,1000.0,51.6,1.0,51609.4
7,,1.0000,8,,1.0000*,169.3,1000.0,16.9,1.0,16931.8
8,,1.0000*,9,,1.0000,609.8,1000.0,61.0,1.0,60977.1
9,,1.0000,39,,1.0000*,610.6,1000.0,61.1,1.0,61059.1
10,,1.0000*,11,,1.0000,495.6,1000.0,49.6,1.0,49560.4
10,,1.0000,13,,1.0000*,165.8,1000.0,16.6,1.0,16576.3
13,,1.0000,14,,1.0000*,140.3,1000.0,14.0,1.0,14033.1
14,,1.0000,15,,1.0000*,123.6,1000.0,12.4,1.0,12362.2
15,,1.0000,16,,1.0000*,423.6,1000.0,42.4,1.0,42359.1
16,,1.0000*,17,,1.0000,81.4,1000.0,8.1,1.0,8143.2
16,,1.0000,19,,1.0000*,455.4,500.0,91.1,1.0,45544.0
16,,1.0000,21,,1.0000*,333.9,500.0,66.8,1.0,33386.9
16,,1.0000*,24,,1.0000,95.0,500.0,19.0,1.0,9502.1
17,,1.0000,18,,1.0000*,143.2,500.0,28.6,1.0,14317.5
17,,1.0000,27,,1.0000*,69.6,500.0,13.9,1.0,6961.4
21,,1.0000,22,,1.0000*,613.5,500.0,122.7,1.0,61349.7
22,,1.0000,23,,1.0000*,74.3,500.0,14.9,1.0,7428.6
23,,1.0000*,24,,1.0000,354.1,500.0,70.8,1.0,35410.0
25,,1.0000*,26,,1.0000,160.8,500.0,32.2,1.0,16082.4
26,,1.0000*,27,,1.0000,351.1,500.0,70.2,1.0,35110.7
26,,1.0000,28,,1.0000*,152.7,500.0,30.5,1.0,15274.6
26,,1.0000,29,,1.0000*,204.0,500.0,40.8,1.0,20403.5
28,,1.0000,29,,1.0000*,351.5,500.0,70.3,1.0,35148.2
