NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,109.42073059082031,30-1 
31,1 ,750.0,0.0,586.3445434570312,800.0,-500.0,480.90093994140625,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,179.1814727783203,32-1 
32,2 ,400.0,0.0,1000.0,300.0,0.0,275.663818359375,32-2 
33,1 ,750.0,0.0,632.0,800.0,-500.0,87.97167205810547,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,157.27171325683594,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,187.58290100097656,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,87.09478759765625,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-21.84067726135254,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,8.978525161743164,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,11.761565208435059,39-1 
