from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,225.8,1000.0,22.6,1.0 22582.8
1,,1.0000,39,,1.0000*,234.4,1000.0,23.4,1.0 23441.9
2,,1.0000,3,,1.0000*,368.3,1000.0,36.8,1.0 36825.6
2,,1.0000,25,,1.0000*,361.0,1000.0,36.1,1.0 36104.1
3,,1.0000*,4,,1.0000,403.7,1000.0,40.4,1.0 40365.3
3,,1.0000,18,,1.0000*,384.9,1000.0,38.5,1.0 38488.2
4,,1.0000*,5,,1.0000,357.7,1000.0,35.8,1.0 35774.9
4,,1.0000,14,,1.0000*,415.0,1000.0,41.5,1.0 41504.9
5,,1.0000*,6,,1.0000,53.8,1000.0,5.4,1.0  5377.6
5,,1.0000,8,,1.0000*,326.2,1000.0,32.6,1.0 32618.1
6,,1.0000,7,,1.0000*,350.6,1000.0,35.1,1.0 35057.0
6,,1.0000*,11,,1.0000,724.2,1000.0,72.4,1.0 72415.4
7,,1.0000,8,,1.0000*,104.9,1000.0,10.5,1.0 10494.9
8,,1.0000*,9,,1.0000,120.1,1000.0,12.0,1.0 12013.5
9,,1.0000,39,,1.0000*,171.5,1000.0,17.2,1.0 17151.3
10,,1.0000,11,,1.0000*,680.4,1000.0,68.0,1.0 68041.3
10,,1.0000,13,,1.0000*,128.4,1000.0,12.8,1.0 12837.5
13,,1.0000,14,,1.0000*,123.5,1000.0,12.4,1.0 12354.2
14,,1.0000*,15,,1.0000,500.4,1000.0,50.0,1.0 50035.6
15,,1.0000,16,,1.0000*,802.3,1000.0,80.2,1.0 80231.0
16,,1.0000,17,,1.0000*,662.2,1000.0,66.2,1.0 66219.2
16,,1.0000,19,,1.0000*,1442.6,500.0,288.5,1.0144257.7
16,,1.0000*,21,,1.0000,331.7,500.0,66.3,1.0 33166.8
16,,1.0000*,24,,1.0000,139.0,500.0,27.8,1.0 13902.9
17,,1.0000*,18,,1.0000,533.3,500.0,106.7,1.0 53334.1
17,,1.0000*,27,,1.0000,143.2,500.0,28.6,1.0 14316.6
21,,1.0000,22,,1.0000*,629.9,500.0,126.0,1.0 62990.5
22,,1.0000,23,,1.0000*,77.5,500.0,15.5,1.0  7750.4
23,,1.0000*,24,,1.0000,355.9,500.0,71.2,1.0 35594.1
25,,1.0000,26,,1.0000*,72.9,500.0,14.6,1.0  7293.8
26,,1.0000,27,,1.0000*,211.7,500.0,42.3,1.0 21172.7
26,,1.0000,28,,1.0000*,149.9,500.0,30.0,1.0 14989.9
26,,1.0000,29,,1.0000*,201.3,500.0,40.3,1.0 20127.2
28,,1.0000,29,,1.0000*,350.7,500.0,70.1,1.0 35068.6
