from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,228.7,1000.0,22.9,1.0 22868.9
1,,1.0000,39,,1.0000*,233.6,1000.0,23.4,1.0 23363.2
2,,1.0000,3,,1.0000*,376.4,1000.0,37.6,1.0 37638.3
2,,1.0000,25,,1.0000*,361.9,1000.0,36.2,1.0 36190.3
3,,1.0000*,4,,1.0000,405.2,1000.0,40.5,1.0 40520.9
3,,1.0000,18,,1.0000*,396.0,1000.0,39.6,1.0 39600.2
4,,1.0000,5,,1.0000*,367.4,1000.0,36.7,1.0 36736.1
4,,1.0000,14,,1.0000*,415.8,1000.0,41.6,1.0 41580.2
5,,1.0000*,6,,1.0000,69.5,1000.0,6.9,1.0  6946.7
5,,1.0000,8,,1.0000*,323.7,1000.0,32.4,1.0 32366.7
6,,1.0000*,7,,1.0000,349.3,1000.0,34.9,1.0 34929.7
6,,1.0000*,11,,1.0000,726.2,1000.0,72.6,1.0 72619.5
7,,1.0000,8,,1.0000*,103.5,1000.0,10.4,1.0 10353.3
8,,1.0000*,9,,1.0000,124.1,1000.0,12.4,1.0 12405.4
9,,1.0000,39,,1.0000*,166.7,1000.0,16.7,1.0 16672.7
10,,1.0000,11,,1.0000*,681.6,1000.0,68.2,1.0 68157.4
10,,1.0000,13,,1.0000*,153.9,1000.0,15.4,1.0 15393.1
13,,1.0000,14,,1.0000*,147.4,1000.0,14.7,1.0 14740.1
14,,1.0000*,15,,1.0000,514.1,1000.0,51.4,1.0 51406.0
15,,1.0000,16,,1.0000*,801.8,1000.0,80.2,1.0 80178.2
16,,1.0000,17,,1.0000*,679.9,1000.0,68.0,1.0 67992.2
16,,1.0000,19,,1.0000*,499.4,500.0,99.9,1.0 49937.0
16,,1.0000*,21,,1.0000,866.9,500.0,173.4,1.0 86688.4
16,,1.0000*,24,,1.0000,504.2,500.0,100.8,1.0 50416.5
17,,1.0000,18,,1.0000*,539.5,500.0,107.9,1.0 53946.4
17,,1.0000*,27,,1.0000,159.5,500.0,31.9,1.0 15954.2
21,,1.0000,22,,1.0000*,1145.7,500.0,229.1,1.0114571.9
22,,1.0000*,23,,1.0000,602.0,500.0,120.4,1.0 60199.3
23,,1.0000,24,,1.0000*,824.6,500.0,164.9,1.0 82455.2
25,,1.0000,26,,1.0000*,84.6,500.0,16.9,1.0  8455.6
26,,1.0000,27,,1.0000*,226.0,500.0,45.2,1.0 22600.6
26,,1.0000,28,,1.0000*,147.5,500.0,29.5,1.0 14750.5
26,,1.0000,29,,1.0000*,198.9,500.0,39.8,1.0 19886.1
28,,1.0000,29,,1.0000*,350.1,500.0,70.0,1.0 35010.2
