NUMBER,PU,Angle
1,1.0318481922149658,-0.057892970740795135
2,1.0173970460891724,0.04578595981001854
3,1.0075658559799194,-0.04173926264047623
4,1.0230121612548828,-0.14292289316654205
5,1.0460940599441528,-0.17692573368549347
6,1.0479601621627808,-0.176645889878273
7,1.0356957912445068,-0.20273293554782867
8,1.03362238407135,-0.2060791254043579
9,1.0432363748550415,-0.15490268170833588
10,1.0379478931427002,-0.10450849682092667
11,1.0395526885986328,-0.12879037857055664
12,1.0234613418579102,-0.1183321624994278
13,1.0330414772033691,-0.10604333877563477
14,1.0240777730941772,-0.10697510093450546
15,1.00333833694458,-0.046832673251628876
16,1.011690378189087,0.008197813294827938
17,0.993826150894165,0.018988175317645073
18,0.9972317814826965,-0.012372736819088459
19,1.0424457788467407,0.0900663286447525
20,0.9868297576904297,0.06498382240533829
21,1.0176193714141846,0.051260750740766525
22,1.042222023010254,0.13018885254859924
23,1.0369504690170288,0.12668479979038239
24,1.0190054178237915,0.010277533903717995
25,1.0318822860717773,0.11936679482460022
26,0.9399262070655823,0.23996739089488983
27,0.9513006210327148,0.11091069132089615
28,0.9094122648239136,0.590958297252655
29,0.9290546178817749,0.7393823862075806
30,1.0475000143051147,0.08932062238454819
31,0.9819999933242798,-0.02769487537443638
32,0.9830999970436096,0.03223547711968422
33,0.9972000122070312,0.18142573535442352
34,1.0123000144958496,0.15573962032794952
35,1.0493000745773315,0.21741852164268494
36,1.0635000467300415,0.26464495062828064
37,1.0277999639511108,0.2400893121957779
38,1.0,1.052473783493042
39,1.0299999713897705,-0.1186218336224556
