NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,140.0586395263672,30-1 
31,1 ,750.0,0.0,589.6982421875,800.0,-500.0,462.8768005371094,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,67.51309967041016,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,88.04219055175781,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,157.30438232421875,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,187.6620330810547,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,87.13966369628906,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,10.181368827819824,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,19.84007453918457,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,8.970698356628418,39-1 
39,2 ,400.0,0.0,1000.0,300.0,0.0,8.970698356628418,39-2 
