from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,265.5,1000.0,26.5,1.0 26549.3
1,,1.0000,39,,1.0000*,265.8,1000.0,26.6,1.0 26575.8
2,,1.0000,3,,1.0000*,354.4,1000.0,35.4,1.0 35439.3
2,,1.0000,25,,1.0000*,368.9,1000.0,36.9,1.0 36892.1
3,,1.0000*,4,,1.0000,381.7,1000.0,38.2,1.0 38171.6
3,,1.0000,18,,1.0000*,400.4,1000.0,40.0,1.0 40040.0
4,,1.0000*,5,,1.0000,350.2,1000.0,35.0,1.0 35020.4
4,,1.0000,14,,1.0000*,435.1,1000.0,43.5,1.0 43507.8
5,,1.0000,6,,1.0000*,496.7,1000.0,49.7,1.0 49671.0
5,,1.0000*,8,,1.0000,808.1,1000.0,80.8,1.0 80808.5
6,,1.0000*,7,,1.0000,833.1,1000.0,83.3,1.0 83309.1
6,,1.0000*,11,,1.0000,681.2,1000.0,68.1,1.0 68123.8
7,,1.0000*,8,,1.0000,579.5,1000.0,58.0,1.0 57954.0
8,,1.0000*,9,,1.0000,166.6,1000.0,16.7,1.0 16662.9
9,,1.0000,39,,1.0000*,176.9,1000.0,17.7,1.0 17694.0
10,,1.0000*,11,,1.0000,644.1,1000.0,64.4,1.0 64413.6
10,,1.0000,13,,1.0000*,149.3,1000.0,14.9,1.0 14933.6
13,,1.0000,14,,1.0000*,131.8,1000.0,13.2,1.0 13176.5
14,,1.0000*,15,,1.0000,493.3,1000.0,49.3,1.0 49333.6
15,,1.0000,16,,1.0000*,786.5,1000.0,78.6,1.0 78645.3
16,,1.0000,17,,1.0000*,694.0,1000.0,69.4,1.0 69396.1
16,,1.0000,19,,1.0000*,503.0,500.0,100.6,1.0 50295.5
16,,1.0000*,21,,1.0000,865.8,500.0,173.2,1.0 86584.2
16,,1.0000*,24,,1.0000,503.2,500.0,100.6,1.0 50317.3
17,,1.0000,18,,1.0000*,544.9,500.0,109.0,1.0 54488.0
17,,1.0000*,27,,1.0000,168.7,500.0,33.7,1.0 16870.2
21,,1.0000,22,,1.0000*,1146.7,500.0,229.3,1.0114669.6
22,,1.0000*,23,,1.0000,602.4,500.0,120.5,1.0 60240.5
23,,1.0000,24,,1.0000*,823.5,500.0,164.7,1.0 82353.9
25,,1.0000,26,,1.0000*,89.2,500.0,17.8,1.0  8922.6
26,,1.0000,27,,1.0000*,223.3,500.0,44.7,1.0 22326.3
26,,1.0000,28,,1.0000*,147.0,500.0,29.4,1.0 14704.4
26,,1.0000,29,,1.0000*,198.4,500.0,39.7,1.0 19838.2
28,,1.0000,29,,1.0000*,350.0,500.0,70.0,1.0 35000.2
