NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,93.93864440917969,30-1 
31,1 ,750.0,0.0,1075.45654296875,800.0,-500.0,508.28076171875,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,39.081417083740234,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,76.32025146484375,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,151.8730010986328,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,174.5093994140625,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,79.6810302734375,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-29.786956787109375,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,3.2011587619781494,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-5.997750282287598,39-1 
