from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,307.6,1000.0,30.8,1.0,30762.4
1,,1.0000*,39,,1.0000,297.2,1000.0,29.7,1.0,29720.1
2,,1.0000*,3,,1.0000,568.6,1000.0,56.9,1.0,56863.1
2,,1.0000,25,,1.0000*,723.4,1000.0,72.3,1.0,72343.6
3,,1.0000,4,,1.0000*,468.1,1000.0,46.8,1.0,46805.5
3,,1.0000,18,,1.0000*,241.5,1000.0,24.1,1.0,24149.2
4,,1.0000*,5,,1.0000,321.3,1000.0,32.1,1.0,32133.0
4,,1.0000,14,,1.0000*,313.5,1000.0,31.4,1.0,31353.6
5,,1.0000,6,,1.0000*,513.6,1000.0,51.4,1.0,51363.8
5,,1.0000*,8,,1.0000,787.2,1000.0,78.7,1.0,78716.8
6,,1.0000*,7,,1.0000,819.5,1000.0,81.9,1.0,81946.4
6,,1.0000*,11,,1.0000,598.9,1000.0,59.9,1.0,59888.3
7,,1.0000*,8,,1.0000,565.7,1000.0,56.6,1.0,56572.6
8,,1.0000*,9,,1.0000,196.5,1000.0,19.6,1.0,19646.3
9,,1.0000,39,,1.0000*,209.8,1000.0,21.0,1.0,20980.7
10,,1.0000*,11,,1.0000,571.2,1000.0,57.1,1.0,57115.5
10,,1.0000,13,,1.0000*,140.2,1000.0,14.0,1.0,14024.0
13,,1.0000,14,,1.0000*,107.6,1000.0,10.8,1.0,10763.4
14,,1.0000,15,,1.0000*,284.6,1000.0,28.5,1.0,28462.3
15,,1.0000,16,,1.0000*,586.3,1000.0,58.6,1.0,58632.9
16,,1.0000,17,,1.0000*,233.1,1000.0,23.3,1.0,23306.0
16,,1.0000,19,,1.0000*,474.1,500.0,94.8,1.0,47406.7
16,,1.0000*,21,,1.0000,331.2,500.0,66.2,1.0,33122.9
16,,1.0000*,24,,1.0000,136.5,500.0,27.3,1.0,13648.5
17,,1.0000*,18,,1.0000,386.1,500.0,77.2,1.0,38608.8
17,,1.0000*,27,,1.0000,549.3,500.0,109.9,1.0,54925.2
21,,1.0000,22,,1.0000*,628.7,500.0,125.7,1.0,62869.1
22,,1.0000,23,,1.0000*,77.3,500.0,15.5,1.0,7731.7
23,,1.0000*,24,,1.0000,355.6,500.0,71.1,1.0,35562.7
25,,1.0000*,26,,1.0000,465.1,500.0,93.0,1.0,46509.0
26,,1.0000,27,,1.0000*,777.8,500.0,155.6,1.0,77784.6
26,,1.0000*,28,,1.0000,628.8,500.0,125.8,1.0,62881.8
26,,1.0000,29,,1.0000*,679.4,500.0,135.9,1.0,67937.6
28,,1.0000,29,,1.0000*,842.6,500.0,168.5,1.0,84259.6
