Begin Report RATE_3
PSS(R)E Xplore-36.1.0 LIMIT CHECKING REPORT - BRANCH FLOWS          TUE, APR 29 2025  21:31
NEW ENGLAND TEST SYSTEM, 39 BUSES, 9 GENERATORS
CREATED BY PABLO LEDESMA PABLOLE@ING.UC3M.ES

SUBSYSTEM LOADING CHECK (INCLUDED: LINES; BREAKERS AND SWITCHES; TRANSFORMERS) (EXCLUDED: NONE)
MVA LOADINGS ABOVE 100.0 % OF BRANCH RATING:
LOADINGS ABOVE 100.0 % OF SWITCHING DEVICE RATING

X----------- FROM BUS ------------X X------------ TO BUS -------------X               RATING SET 1    RATING SET 3
  BUS#-SCT X-- NAME --X BASKV  AREA   BUS#-SCT X-- NAME --X BASKV  AREA CKT LOADING   RATE1 PERCENT   RATE3 PERCENT
     1     1           1.0000     1      2     2           1.0000*    1  1    158.5  1000.0    15.8     1.0 15846.5
     1     1           1.0000     1     39     39          1.0000*    1  1    188.9  1000.0    18.9     1.0 18890.0
     2     2           1.0000     1      3     3           1.0000*    1  1    337.3  1000.0    33.7     1.0 33731.9
     2     2           1.0000     1     25     25          1.0000*    1  1    268.4  1000.0    26.8     1.0 26841.6
     3     3           1.0000     1      4     4           1.0000*    1  1     79.9  1000.0     8.0     1.0  7994.8
     3     3           1.0000     1     18     18          1.0000*    1  1     51.3  1000.0     5.1     1.0  5128.5
     4     4           1.0000*    1      5     5           1.0000     1  1    164.9  1000.0    16.5     1.0 16490.3
     4     4           1.0000     1     14     14          1.0000*    1  1    285.2  1000.0    28.5     1.0 28520.4
     5     5           1.0000     1      6     6           1.0000*    1  1    971.3  1000.0    97.1     1.0 97127.3
     5     5           1.0000*    1      8     8           1.0000     1  1    820.3  1000.0    82.0     1.0 82030.0
     6     6           1.0000*    1      7     7           1.0000     1  1    926.4  1000.0    92.6     1.0 92640.9
     6     6           1.0000     1     11     11          1.0000*    1  1    313.1  1000.0    31.3     1.0 31309.8
     7     7           1.0000*    1      8     8           1.0000     1  1    673.1  1000.0    67.3     1.0 67313.4
     8     8           1.0000*    1      9     9           1.0000     1  1     86.0  1000.0     8.6     1.0  8596.4
     9     9           1.0000     1     39     39          1.0000*    1  1    108.0  1000.0    10.8     1.0 10796.4
    10     10          1.0000*    1     11     11          1.0000     1  1    314.6  1000.0    31.5     1.0 31457.8
    10     10          1.0000*    1     13     13          1.0000     1  1    336.2  1000.0    33.6     1.0 33617.5
    13     13          1.0000*    1     14     14          1.0000     1  1    332.7  1000.0    33.3     1.0 33273.7
    14     14          1.0000     1     15     15          1.0000*    1  1     63.2  1000.0     6.3     1.0  6316.9
    15     15          1.0000*    1     16     16          1.0000     1  1    294.9  1000.0    29.5     1.0 29491.8
    16     16          1.0000*    1     17     17          1.0000     1  1    226.5  1000.0    22.6     1.0 22646.4
    16     16          1.0000     1     19     19          1.0000*    1  1    455.4   500.0    91.1     1.0 45544.8
    16     16          1.0000     1     21     21          1.0000*    1  1    333.9   500.0    66.8     1.0 33385.7
    16     16          1.0000*    1     24     24          1.0000     1  1     95.1   500.0    19.0     1.0  9506.9
    17     17          1.0000*    1     18     18          1.0000     1  1    199.7   500.0    39.9     1.0 19974.0
    17     17          1.0000*    1     27     27          1.0000     1  1     37.0   500.0     7.4     1.0  3699.8
    21     21          1.0000     1     22     22          1.0000*    1  1    613.5   700.0    87.6     1.0 61350.9
    22     22          1.0000     1     23     23          1.0000*    1  1     74.3   500.0    14.9     1.0  7429.0
    23     23          1.0000*    1     24     24          1.0000     1  1    354.1   500.0    70.8     1.0 35409.8
    25     25          1.0000     1     26     26          1.0000*    1  1     78.1   500.0    15.6     1.0  7810.9
    26     26          1.0000     1     27     27          1.0000*    1  1    270.2   500.0    54.0     1.0 27020.5
    26     26          1.0000     1     28     28          1.0000*    1  1    154.6   500.0    30.9     1.0 15460.3
    26     26          1.0000     1     29     29          1.0000*    1  1    205.8   500.0    41.2     1.0 20579.7
    28     28          1.0000     1     29     29          1.0000*    1  1    352.0   500.0    70.4     1.0 35204.5
