from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,157.9,1000.0,15.8,1.0,15791.9
1,,1.0000,39,,1.0000*,189.6,1000.0,19.0,1.0,18957.6
2,,1.0000*,3,,1.0000,336.5,1000.0,33.6,1.0,33645.6
2,,1.0000,25,,1.0000*,269.5,1000.0,27.0,1.0,26954.3
3,,1.0000,4,,1.0000*,68.9,1000.0,6.9,1.0,6888.2
3,,1.0000,18,,1.0000*,54.1,1000.0,5.4,1.0,5407.8
4,,1.0000*,5,,1.0000,169.9,1000.0,17.0,1.0,16992.6
4,,1.0000,14,,1.0000*,285.3,1000.0,28.5,1.0,28532.4
5,,1.0000,6,,1.0000*,971.0,1000.0,97.1,1.0,97095.2
5,,1.0000*,8,,1.0000,821.1,1000.0,82.1,1.0,82112.1
6,,1.0000*,7,,1.0000,928.1,1000.0,92.8,1.0,92812.5
6,,1.0000,11,,1.0000*,320.2,1000.0,32.0,1.0,32016.4
7,,1.0000*,8,,1.0000,674.0,1000.0,67.4,1.0,67397.5
8,,1.0000*,9,,1.0000,74.6,1000.0,7.5,1.0,7460.6
9,,1.0000,39,,1.0000*,121.2,1000.0,12.1,1.0,12118.1
10,,1.0000*,11,,1.0000,317.2,1000.0,31.7,1.0,31722.0
10,,1.0000*,13,,1.0000,335.6,1000.0,33.6,1.0,33557.9
13,,1.0000*,14,,1.0000,331.7,1000.0,33.2,1.0,33165.5
14,,1.0000,15,,1.0000*,71.5,1000.0,7.2,1.0,7152.9
15,,1.0000*,16,,1.0000,291.1,1000.0,29.1,1.0,29113.4
16,,1.0000*,17,,1.0000,226.5,1000.0,22.6,1.0,22645.7
16,,1.0000,19,,1.0000*,455.1,500.0,91.0,1.0,45505.4
16,,1.0000,21,,1.0000*,334.6,500.0,66.9,1.0,33456.6
16,,1.0000*,24,,1.0000,92.4,500.0,18.5,1.0,9242.2
17,,1.0000*,18,,1.0000,200.0,500.0,40.0,1.0,19997.6
17,,1.0000*,27,,1.0000,34.4,500.0,6.9,1.0,3440.0
21,,1.0000,22,,1.0000*,612.8,500.0,122.6,1.0,61283.3
22,,1.0000,23,,1.0000*,74.1,500.0,14.8,1.0,7409.4
23,,1.0000*,24,,1.0000,354.2,500.0,70.8,1.0,35423.4
25,,1.0000,26,,1.0000*,78.1,500.0,15.6,1.0,7809.6
26,,1.0000,27,,1.0000*,269.8,500.0,54.0,1.0,26976.3
26,,1.0000,28,,1.0000*,155.1,500.0,31.0,1.0,15514.7
26,,1.0000,29,,1.0000*,206.3,500.0,41.3,1.0,20630.9
28,,1.0000,29,,1.0000*,352.2,500.0,70.4,1.0,35221.5
