NUMBER,PU,Angle
1,1.0490608215332031,-0.40935268998146057
2,1.05466628074646,-0.35194292664527893
3,1.0446735620498657,-0.3973518908023834
4,1.034079670906067,-0.4072418510913849
5,1.0379732847213745,-0.38798603415489197
6,1.0388619899749756,-0.36452457308769226
7,1.0214637517929077,-0.44264620542526245
8,1.0181589126586914,-0.472313791513443
9,1.0373756885528564,-0.4563048183917999
10,1.038527488708496,-0.32815974950790405
11,1.0374637842178345,-0.34071874618530273
12,1.0241105556488037,-0.3419719338417053
13,1.0362632274627686,-0.3414686322212219
14,1.0347689390182495,-0.3728429973125458
15,1.0289679765701294,-0.38190990686416626
16,1.0408775806427002,-0.3587476909160614
17,1.04350745677948,-0.37708064913749695
18,1.0426667928695679,-0.3921385407447815
19,1.0531799793243408,-0.27851560711860657
20,0.9926875233650208,-0.30296438932418823
21,1.0381675958633423,-0.31719863414764404
22,1.0532255172729492,-0.24011826515197754
23,1.048339605331421,-0.24355970323085785
24,1.0456088781356812,-0.35665714740753174
25,1.0621908903121948,-0.32677608728408813
26,1.0577661991119385,-0.3465641438961029
27,1.0454736948013306,-0.38047468662261963
28,1.0530669689178467,-0.28556138277053833
29,1.0519626140594482,-0.23755750060081482
30,1.0475000143051147,-0.3099476099014282
31,0.9819999933242798,-0.02769487537443638
32,0.9830999970436096,-0.19149257242679596
33,0.9972000122070312,-0.18758556246757507
34,1.0123000144958496,-0.21244943141937256
35,1.049299955368042,-0.15380218625068665
36,1.0635000467300415,-0.10690483450889587
37,1.0277999639511108,-0.20876829326152802
38,1.0264999866485596,-0.11441702395677567
39,1.0299999713897705,-0.44432544708251953
