from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000*,2,,1.0000,141.0,1000.0,14.1
1,,1.0000,39,,1.0000*,178.6,1000.0,17.9
2,,1.0000*,3,,1.0000,350.6,1000.0,35.1
2,,1.0000,25,,1.0000*,267.5,1000.0,26.7
3,,1.0000,4,,1.0000*,67.1,1000.0,6.7
3,,1.0000,18,,1.0000*,56.1,1000.0,5.6
4,,1.0000*,5,,1.0000,182.7,1000.0,18.3
4,,1.0000,14,,1.0000*,275.1,1000.0,27.5
5,,1.0000,6,,1.0000*,726.6,1000.0,72.7
5,,1.0000*,8,,1.0000,577.0,1000.0,57.7
6,,1.0000*,7,,1.0000,683.7,1000.0,68.4
6,,1.0000,11,,1.0000*,351.2,1000.0,35.1
7,,1.0000*,8,,1.0000,433.8,1000.0,43.4
8,,1.0000*,9,,1.0000,43.3,1000.0,4.3
9,,1.0000,39,,1.0000*,141.5,1000.0,14.1
10,,1.0000*,11,,1.0000,341.2,1000.0,34.1
10,,1.0000*,13,,1.0000,318.0,1000.0,31.8
13,,1.0000*,14,,1.0000,312.0,1000.0,31.2
14,,1.0000,15,,1.0000*,82.2,1000.0,8.2
15,,1.0000*,16,,1.0000,293.2,1000.0,29.3
16,,1.0000*,17,,1.0000,219.4,1000.0,21.9
16,,1.0000,19,,1.0000*,454.7,500.0,90.9
16,,1.0000,21,,1.0000*,335.7,500.0,67.1
16,,1.0000*,24,,1.0000,88.6,500.0,17.7
17,,1.0000*,18,,1.0000,197.1,500.0,39.4
17,,1.0000*,27,,1.0000,28.0,500.0,5.6
21,,1.0000,22,,1.0000*,611.9,500.0,122.4
22,,1.0000,23,,1.0000*,73.8,500.0,14.8
23,,1.0000*,24,,1.0000,354.5,500.0,70.9
25,,1.0000,26,,1.0000*,81.4,500.0,16.3
26,,1.0000,27,,1.0000*,272.8,500.0,54.6
26,,1.0000,28,,1.0000*,155.9,500.0,31.2
26,,1.0000,29,,1.0000*,207.0,500.0,41.4
28,,1.0000,29,,1.0000*,352.5,500.0,70.5
