from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000*,2,,1.0000,74.3,1000.0,7.4,1.0  7429.7
1,,1.0000,39,,1.0000*,143.6,1000.0,14.4,1.0 14364.7
2,,1.0000,3,,1.0000*,135.1,1000.0,13.5,1.0 13513.1
2,,1.0000*,25,,1.0000,211.6,1000.0,21.2,1.0 21155.8
3,,1.0000,4,,1.0000*,420.1,1000.0,42.0,1.0 42010.2
3,,1.0000,18,,1.0000*,189.7,1000.0,19.0,1.0 18973.2
4,,1.0000,5,,1.0000*,699.7,1000.0,70.0,1.0 69971.9
4,,1.0000,14,,1.0000*,230.7,1000.0,23.1,1.0 23068.7
5,,1.0000,6,,1.0000*,1047.7,1000.0,104.8,1.0104774.0
5,,1.0000*,8,,1.0000,367.6,1000.0,36.8,1.0 36764.3
6,,1.0000*,7,,1.0000,572.5,1000.0,57.2,1.0 57246.2
6,,1.0000,11,,1.0000*,105.1,1000.0,10.5,1.0 10514.6
7,,1.0000*,8,,1.0000,324.5,1000.0,32.5,1.0 32450.3
8,,1.0000*,9,,1.0000,158.6,1000.0,15.9,1.0 15856.7
9,,1.0000,39,,1.0000*,190.2,1000.0,19.0,1.0 19021.9
10,,1.0000*,11,,1.0000,77.5,1000.0,7.7,1.0  7747.7
10,,1.0000*,13,,1.0000,602.1,1000.0,60.2,1.0 60205.0
13,,1.0000*,14,,1.0000,621.7,1000.0,62.2,1.0 62169.1
14,,1.0000*,15,,1.0000,391.0,1000.0,39.1,1.0 39099.6
15,,1.0000*,16,,1.0000,142.9,1000.0,14.3,1.0 14292.2
16,,1.0000*,17,,1.0000,562.4,1000.0,56.2,1.0 56235.1
16,,1.0000,19,,1.0000*,457.3,500.0,91.5,1.0 45730.9
16,,1.0000,21,,1.0000*,332.1,500.0,66.4,1.0 33207.2
16,,1.0000*,24,,1.0000,103.3,500.0,20.7,1.0 10331.1
17,,1.0000*,18,,1.0000,48.7,500.0,9.7,1.0  4871.0
17,,1.0000*,27,,1.0000,582.3,500.0,116.5,1.0 58225.2
21,,1.0000,22,,1.0000*,615.8,500.0,123.2,1.0 61584.3
22,,1.0000,23,,1.0000*,74.9,500.0,15.0,1.0  7489.4
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0 35385.8
25,,1.0000*,26,,1.0000,521.8,500.0,104.4,1.0 52182.9
26,,1.0000,27,,1.0000*,308.8,500.0,61.8,1.0 30882.1
26,,1.0000*,28,,1.0000,364.3,500.0,72.9,1.0 36433.7
26,,1.0000*,29,,1.0000,317.9,500.0,63.6,1.0 31786.0
28,,1.0000*,29,,1.0000,159.3,500.0,31.9,1.0 15928.4
