from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT
1,,1.0000*,2,,1.0000,70.4,1000.0,7.0
1,,1.0000,39,,1.0000*,143.2,1000.0,14.3
2,,1.0000,3,,1.0000*,234.1,1000.0,23.4
2,,1.0000,25,,1.0000*,71.4,1000.0,7.1
3,,1.0000,4,,1.0000*,165.6,1000.0,16.6
3,,1.0000,18,,1.0000*,84.7,1000.0,8.5
4,,1.0000,5,,1.0000*,426.7,1000.0,42.7
4,,1.0000,14,,1.0000*,248.9,1000.0,24.9
5,,1.0000,6,,1.0000*,755.0,1000.0,75.5
5,,1.0000,8,,1.0000*,354.0,1000.0,35.4
6,,1.0000*,7,,1.0000,505.0,1000.0,50.5
6,,1.0000,11,,1.0000*,231.7,1000.0,23.2
7,,1.0000,8,,1.0000*,257.1,1000.0,25.7
8,,1.0000*,9,,1.0000,69.6,1000.0,7.0
9,,1.0000,39,,1.0000*,160.7,1000.0,16.1
10,,1.0000*,11,,1.0000,223.4,1000.0,22.3
10,,1.0000*,13,,1.0000,445.2,1000.0,44.5
13,,1.0000*,14,,1.0000,451.7,1000.0,45.2
14,,1.0000,15,,1.0000*,212.8,1000.0,21.3
15,,1.0000*,16,,1.0000,148.4,1000.0,14.8
16,,1.0000*,17,,1.0000,385.1,1000.0,38.5
16,,1.0000,19,,1.0000*,454.6,500.0,90.9
16,,1.0000,21,,1.0000*,336.2,500.0,67.2
16,,1.0000*,24,,1.0000,87.2,500.0,17.4
17,,1.0000*,18,,1.0000,92.4,500.0,18.5
17,,1.0000*,27,,1.0000,292.7,500.0,58.5
21,,1.0000,22,,1.0000*,611.6,500.0,122.3
22,,1.0000,23,,1.0000*,73.7,500.0,14.7
23,,1.0000*,24,,1.0000,354.6,500.0,70.9
25,,1.0000*,26,,1.0000,299.2,500.0,59.8
26,,1.0000,27,,1.0000*,92.3,500.0,18.5
26,,1.0000*,28,,1.0000,115.6,500.0,23.1
26,,1.0000,29,,1.0000*,80.1,500.0,16.0
28,,1.0000,29,,1.0000*,106.9,500.0,21.4
