NUMBER,PU,Angle
1,1.052291989326477,-0.5266680121421814
2,1.0570604801177979,-0.5450406670570374
3,1.041200041770935,-0.5558740496635437
4,1.0317976474761963,-0.472510427236557
5,1.0437160730361938,-0.39074358344078064
6,1.0448923110961914,-0.3657367527484894
7,1.0321863889694214,-0.4127889573574066
8,1.0301674604415894,-0.4267188310623169
9,1.0407750606536865,-0.47939082980155945
10,1.0389502048492432,-0.36186715960502625
11,1.0398610830307007,-0.363916277885437
12,1.024584174156189,-0.3756709396839142
13,1.0349130630493164,-0.385722279548645
14,1.0305730104446411,-0.44464486837387085
15,1.0212491750717163,-0.5248525738716125
16,1.032539963722229,-0.5320393443107605
17,1.0307615995407104,-0.5791434645652771
18,1.0334428548812866,-0.5776674747467041
19,1.0501139163970947,-0.4513492286205292
20,0.9910144209861755,-0.47597721219062805
21,1.0322997570037842,-0.49006906151771545
22,1.0500836372375488,-0.4124702513217926
23,1.0450875759124756,-0.41592922806739807
24,1.0380094051361084,-0.5299516916275024
25,1.0409601926803589,-0.5597012042999268
26,1.0312862396240234,-0.716754674911499
27,1.0236443281173706,-0.6744003295898438
28,1.0362073183059692,-0.8778023719787598
29,1.0409139394760132,-0.8992385864257812
30,1.0475000143051147,-0.5031405687332153
31,0.9819999933242798,-0.02769487537443638
32,0.9830999970436096,-0.22525615990161896
33,0.9972000122070312,-0.36029744148254395
34,1.0123000144958496,-0.38539376854896545
35,1.049299955368042,-0.3258953094482422
36,1.0635000467300415,-0.27890458703041077
37,1.0277999639511108,-0.43980857729911804
38,1.0264999866485596,-0.9253202676773071
39,1.0299999713897705,-0.5146242380142212
