from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000*,2,,1.0000,72.9,1000.0,7.3,1.0  7291.0
1,,1.0000,39,,1.0000*,141.8,1000.0,14.2,1.0 14179.5
2,,1.0000,3,,1.0000*,144.9,1000.0,14.5,1.0 14487.9
2,,1.0000*,25,,1.0000,211.3,1000.0,21.1,1.0 21132.1
3,,1.0000,4,,1.0000*,421.8,1000.0,42.2,1.0 42178.9
3,,1.0000,18,,1.0000*,188.1,1000.0,18.8,1.0 18808.7
4,,1.0000,5,,1.0000*,696.3,1000.0,69.6,1.0 69631.1
4,,1.0000,14,,1.0000*,230.1,1000.0,23.0,1.0 23009.9
5,,1.0000,6,,1.0000*,1047.5,1000.0,104.7,1.0104749.4
5,,1.0000*,8,,1.0000,366.6,1000.0,36.7,1.0 36663.1
6,,1.0000*,7,,1.0000,570.9,1000.0,57.1,1.0 57090.1
6,,1.0000,11,,1.0000*,75.2,1000.0,7.5,1.0  7519.5
7,,1.0000*,8,,1.0000,324.0,1000.0,32.4,1.0 32403.4
8,,1.0000*,9,,1.0000,163.1,1000.0,16.3,1.0 16311.7
9,,1.0000,39,,1.0000*,182.0,1000.0,18.2,1.0 18195.2
10,,1.0000*,11,,1.0000,57.7,1000.0,5.8,1.0  5770.5
10,,1.0000*,13,,1.0000,602.6,1000.0,60.3,1.0 60264.9
13,,1.0000*,14,,1.0000,622.5,1000.0,62.3,1.0 62251.4
14,,1.0000*,15,,1.0000,391.0,1000.0,39.1,1.0 39095.8
15,,1.0000*,16,,1.0000,153.8,1000.0,15.4,1.0 15381.6
16,,1.0000*,17,,1.0000,562.5,1000.0,56.3,1.0 56254.3
16,,1.0000,19,,1.0000*,458.2,500.0,91.6,1.0 45815.1
16,,1.0000,21,,1.0000*,331.6,500.0,66.3,1.0 33161.0
16,,1.0000*,24,,1.0000,106.1,500.0,21.2,1.0 10609.8
17,,1.0000*,18,,1.0000,44.6,500.0,8.9,1.0  4457.4
17,,1.0000*,27,,1.0000,582.1,500.0,116.4,1.0 58214.8
21,,1.0000,22,,1.0000*,616.7,700.0,88.1,1.0 61670.9
22,,1.0000,23,,1.0000*,75.1,500.0,15.0,1.0  7509.8
23,,1.0000*,24,,1.0000,353.8,500.0,70.8,1.0 35383.9
25,,1.0000*,26,,1.0000,521.9,500.0,104.4,1.0 52191.4
26,,1.0000,27,,1.0000*,309.6,500.0,61.9,1.0 30958.0
26,,1.0000*,28,,1.0000,364.5,500.0,72.9,1.0 36450.4
26,,1.0000*,29,,1.0000,318.1,500.0,63.6,1.0 31814.6
28,,1.0000*,29,,1.0000,159.8,500.0,32.0,1.0 15981.8
