NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,125.48197174072266,30-1 
31,1 ,750.0,0.0,604.945068359375,800.0,-500.0,424.8883361816406,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,47.06916809082031,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,96.8744888305664,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,161.39675903320312,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,197.57354736328125,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,92.76025390625,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,101.44374084472656,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,87.4007797241211,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-18.997802734375,39-1 
39,2 ,400.0,0.0,1000.0,300.0,0.0,0.0,39-2 
