from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000,2,,1.0000*,162.2,1000.0,16.2,1.0,16215.6
1,,1.0000,39,,1.0000*,156.1,1000.0,15.6,1.0,15612.1
2,,1.0000*,3,,1.0000,605.2,1000.0,60.5,1.0,60524.8
2,,1.0000,25,,1.0000*,648.6,1000.0,64.9,1.0,64862.7
3,,1.0000*,4,,1.0000,123.1,1000.0,12.3,1.0,12310.5
3,,1.0000*,18,,1.0000,188.6,1000.0,18.9,1.0,18860.6
4,,1.0000*,5,,1.0000,255.0,1000.0,25.5,1.0,25496.6
4,,1.0000,14,,1.0000*,211.7,1000.0,21.2,1.0,21166.4
5,,1.0000,6,,1.0000*,507.4,1000.0,50.7,1.0,50739.4
5,,1.0000,8,,1.0000*,321.8,1000.0,32.2,1.0,32177.6
6,,1.0000*,7,,1.0000,435.7,1000.0,43.6,1.0,43573.4
6,,1.0000,11,,1.0000*,339.5,1000.0,34.0,1.0,33954.6
7,,1.0000,8,,1.0000*,188.1,1000.0,18.8,1.0,18807.9
8,,1.0000,9,,1.0000*,44.5,1000.0,4.4,1.0,4448.9
9,,1.0000,39,,1.0000*,155.6,1000.0,15.6,1.0,15561.3
10,,1.0000*,11,,1.0000,325.4,1000.0,32.5,1.0,32540.7
10,,1.0000,13,,1.0000*,346.8,1000.0,34.7,1.0,34677.8
13,,1.0000*,14,,1.0000,340.2,1000.0,34.0,1.0,34015.6
14,,1.0000,15,,1.0000*,154.0,1000.0,15.4,1.0,15399.6
15,,1.0000*,16,,1.0000,203.6,1000.0,20.4,1.0,20364.9
16,,1.0000,17,,1.0000*,303.7,1000.0,30.4,1.0,30374.0
16,,1.0000,19,,1.0000*,457.2,500.0,91.4,1.0,45715.9
16,,1.0000,21,,1.0000*,332.2,500.0,66.4,1.0,33216.8
16,,1.0000*,24,,1.0000,102.8,500.0,20.6,1.0,10277.6
17,,1.0000,18,,1.0000*,38.2,500.0,7.6,1.0,3818.8
17,,1.0000,27,,1.0000*,332.7,500.0,66.5,1.0,33270.6
21,,1.0000,22,,1.0000*,615.7,500.0,123.1,1.0,61568.1
22,,1.0000,23,,1.0000*,74.9,500.0,15.0,1.0,7485.5
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0,35386.5
25,,1.0000*,26,,1.0000,780.0,500.0,156.0,1.0,77998.3
26,,1.0000,27,,1.0000*,56.2,500.0,11.2,1.0,5623.9
26,,1.0000*,28,,1.0000,366.0,500.0,73.2,1.0,36602.5
26,,1.0000*,29,,1.0000,320.6,500.0,64.1,1.0,32057.1
28,,1.0000*,29,,1.0000,164.4,500.0,32.9,1.0,16437.4
