from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3,PERCENT.1
1,,1.0000*,2,,1.0000,58.4,1000.0,5.8,1.0,5839.1
1,,1.0000,39,,1.0000*,134.0,1000.0,13.4,1.0,13403.4
2,,1.0000,3,,1.0000*,141.2,1000.0,14.1,1.0,14117.9
2,,1.0000*,25,,1.0000,201.4,1000.0,20.1,1.0,20144.2
3,,1.0000,4,,1.0000*,407.1,1000.0,40.7,1.0,40706.6
3,,1.0000,18,,1.0000*,164.6,1000.0,16.5,1.0,16464.6
4,,1.0000,5,,1.0000*,494.9,1000.0,49.5,1.0,49487.9
4,,1.0000*,14,,1.0000,428.0,1000.0,42.8,1.0,42802.9
5,,1.0000,6,,1.0000*,845.4,1000.0,84.5,1.0,84540.9
5,,1.0000*,8,,1.0000,374.1,1000.0,37.4,1.0,37411.5
6,,1.0000*,7,,1.0000,541.0,1000.0,54.1,1.0,54097.5
6,,1.0000*,11,,1.0000,817.4,1000.0,81.7,1.0,81743.8
7,,1.0000,8,,1.0000*,293.6,1000.0,29.4,1.0,29363.3
8,,1.0000*,9,,1.0000,140.3,1000.0,14.0,1.0,14031.8
9,,1.0000,39,,1.0000*,168.8,1000.0,16.9,1.0,16880.1
10,,1.0000,11,,1.0000*,805.0,1000.0,80.5,1.0,80501.2
10,,1.0000*,13,,1.0000,860.8,1000.0,86.1,1.0,86076.8
13,,1.0000*,14,,1.0000,857.2,1000.0,85.7,1.0,85716.5
14,,1.0000*,15,,1.0000,428.9,1000.0,42.9,1.0,42886.9
15,,1.0000*,16,,1.0000,189.1,1000.0,18.9,1.0,18910.3
16,,1.0000*,17,,1.0000,600.0,1000.0,60.0,1.0,59996.0
16,,1.0000,19,,1.0000*,459.1,500.0,91.8,1.0,45912.1
16,,1.0000,21,,1.0000*,331.2,500.0,66.2,1.0,33121.1
16,,1.0000*,24,,1.0000,108.9,500.0,21.8,1.0,10894.4
17,,1.0000*,18,,1.0000,45.7,500.0,9.1,1.0,4569.0
17,,1.0000*,27,,1.0000,591.9,500.0,118.4,1.0,59190.3
21,,1.0000,22,,1.0000*,617.6,500.0,123.5,1.0,61763.4
22,,1.0000,23,,1.0000*,75.3,500.0,15.1,1.0,7530.6
23,,1.0000*,24,,1.0000,353.9,500.0,70.8,1.0,35385.2
25,,1.0000*,26,,1.0000,512.1,500.0,102.4,1.0,51206.5
26,,1.0000,27,,1.0000*,320.2,500.0,64.0,1.0,32017.6
26,,1.0000*,28,,1.0000,364.6,500.0,72.9,1.0,36459.1
26,,1.0000*,29,,1.0000,318.3,500.0,63.7,1.0,31828.9
28,,1.0000*,29,,1.0000,160.1,500.0,32.0,1.0,16007.6
