from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,67.2,1000.0,6.7,1.0  6723.6
1,,1.0000,39,,1.0000*,126.8,1000.0,12.7,1.0 12678.3
2,,1.0000,3,,1.0000*,168.8,1000.0,16.9,1.0 16880.8
2,,1.0000,25,,1.0000*,129.2,1000.0,12.9,1.0 12919.4
3,,1.0000*,4,,1.0000,92.1,1000.0,9.2,1.0  9205.0
3,,1.0000,18,,1.0000*,247.4,1000.0,24.7,1.0 24735.6
4,,1.0000*,5,,1.0000,264.1,1000.0,26.4,1.0 26411.3
4,,1.0000,14,,1.0000*,393.2,1000.0,39.3,1.0 39318.0
5,,1.0000,6,,1.0000*,552.4,1000.0,55.2,1.0 55242.1
5,,1.0000*,8,,1.0000,360.2,1000.0,36.0,1.0 36022.3
6,,1.0000*,7,,1.0000,477.7,1000.0,47.8,1.0 47769.0
6,,1.0000,11,,1.0000*,424.2,1000.0,42.4,1.0 42417.7
7,,1.0000,8,,1.0000*,229.8,1000.0,23.0,1.0 22983.0
8,,1.0000*,9,,1.0000,62.5,1000.0,6.3,1.0  6253.1
9,,1.0000,39,,1.0000*,140.5,1000.0,14.0,1.0 14045.2
10,,1.0000*,11,,1.0000,403.1,1000.0,40.3,1.0 40308.1
10,,1.0000,13,,1.0000*,289.5,1000.0,29.0,1.0 28951.8
13,,1.0000,14,,1.0000*,271.2,1000.0,27.1,1.0 27121.1
14,,1.0000,15,,1.0000*,241.0,1000.0,24.1,1.0 24098.3
15,,1.0000,16,,1.0000*,456.4,1000.0,45.6,1.0 45643.3
16,,1.0000,17,,1.0000*,1010.6,1000.0,101.1,1.0101063.1
16,,1.0000,19,,1.0000*,499.3,500.0,99.9,1.0 49933.6
16,,1.0000*,21,,1.0000,866.9,500.0,173.4,1.0 86685.6
16,,1.0000*,24,,1.0000,504.2,500.0,100.8,1.0 50415.8
17,,1.0000*,18,,1.0000,355.9,500.0,71.2,1.0 35593.5
17,,1.0000*,27,,1.0000,675.4,500.0,135.1,1.0 67537.0
21,,1.0000,22,,1.0000*,1145.7,500.0,229.1,1.0114568.2
22,,1.0000*,23,,1.0000,602.0,500.0,120.4,1.0 60196.7
23,,1.0000,24,,1.0000*,824.5,500.0,164.9,1.0 82453.3
25,,1.0000*,26,,1.0000,431.6,500.0,86.3,1.0 43157.9
26,,1.0000,27,,1.0000*,419.6,500.0,83.9,1.0 41956.2
26,,1.0000*,28,,1.0000,366.8,500.0,73.4,1.0 36679.6
26,,1.0000*,29,,1.0000,321.8,500.0,64.4,1.0 32177.0
28,,1.0000*,29,,1.0000,166.7,500.0,33.3,1.0 16673.5
