NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,101.8753433227539,30-1 
31,1 ,750.0,0.0,606.835205078125,800.0,-500.0,488.5572814941406,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,186.4218292236328,32-1 
32,2 ,400.0,0.0,1000.0,300.0,0.0,286.80279541015625,32-2 
33,1 ,750.0,0.0,632.0,800.0,-500.0,113.42110443115234,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,169.06468200683594,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,216.1465606689453,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,103.29269409179688,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,72.346923828125,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,84.74138641357422,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,10.764693260192871,39-1 
