NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,81.24342346191406,30-1 
31,1 ,750.0,0.0,1068.33349609375,800.0,-500.0,478.1453552246094,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,23.281940460205078,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,68.88377380371094,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,148.42739868164062,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,161.010009765625,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,69.38170623779297,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-27.186208724975586,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,2.9417505264282227,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-29.437456130981445,39-1 
