from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,232.9,1000.0,23.3,1.0 23290.7
1,,1.0000,39,,1.0000*,226.6,1000.0,22.7,1.0 22655.5
2,,1.0000*,3,,1.0000,1009.7,1000.0,101.0,1.0100967.2
2,,1.0000*,25,,1.0000,72.1,1000.0,7.2,1.0  7210.0
3,,1.0000*,4,,1.0000,279.1,1000.0,27.9,1.0 27912.7
3,,1.0000*,18,,1.0000,416.5,1000.0,41.6,1.0 41646.8
4,,1.0000*,5,,1.0000,245.1,1000.0,24.5,1.0 24509.8
4,,1.0000,14,,1.0000*,62.0,1000.0,6.2,1.0  6204.7
5,,1.0000,6,,1.0000*,447.7,1000.0,44.8,1.0 44768.5
5,,1.0000,8,,1.0000*,288.4,1000.0,28.8,1.0 28843.9
6,,1.0000*,7,,1.0000,396.8,1000.0,39.7,1.0 39684.9
6,,1.0000,11,,1.0000*,288.9,1000.0,28.9,1.0 28888.9
7,,1.0000,8,,1.0000*,150.0,1000.0,15.0,1.0 14998.1
8,,1.0000,9,,1.0000*,118.6,1000.0,11.9,1.0 11861.5
9,,1.0000,39,,1.0000*,189.8,1000.0,19.0,1.0 18978.9
10,,1.0000*,11,,1.0000,276.1,1000.0,27.6,1.0 27609.9
10,,1.0000*,13,,1.0000,399.1,1000.0,39.9,1.0 39911.4
13,,1.0000*,14,,1.0000,397.6,1000.0,39.8,1.0 39758.4
14,,1.0000,15,,1.0000*,337.8,1000.0,33.8,1.0 33778.1
15,,1.0000*,16,,1.0000,96.3,1000.0,9.6,1.0  9631.6
16,,1.0000,17,,1.0000*,498.4,1000.0,49.8,1.0 49843.8
16,,1.0000,19,,1.0000*,457.6,500.0,91.5,1.0 45756.4
16,,1.0000*,21,,1.0000,314.7,500.0,62.9,1.0 31471.7
16,,1.0000*,24,,1.0000,335.8,500.0,67.2,1.0 33579.0
17,,1.0000,18,,1.0000*,263.4,500.0,52.7,1.0 26337.4
17,,1.0000,27,,1.0000*,243.2,500.0,48.6,1.0 24323.8
21,,1.0000*,22,,1.0000,134.0,500.0,26.8,1.0 13399.5
22,,1.0000,23,,1.0000*,318.2,500.0,63.6,1.0 31822.3
23,,1.0000,24,,1.0000*,36.2,500.0,7.2,1.0  3624.7
25,,1.0000*,26,,1.0000,336.7,500.0,67.3,1.0 33668.3
26,,1.0000*,27,,1.0000,521.7,500.0,104.3,1.0 52167.2
26,,1.0000,28,,1.0000*,146.5,500.0,29.3,1.0 14650.9
26,,1.0000,29,,1.0000*,197.8,500.0,39.6,1.0 19782.0
28,,1.0000,29,,1.0000*,349.9,500.0,70.0,1.0 34989.4
