NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,102.16732025146484,30-1 
31,1 ,750.0,0.0,572.5703735351562,800.0,-500.0,382.58660888671875,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,22.04645538330078,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,111.27052307128906,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,168.06777954101562,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,110.38114166259766,35-1 
35,2 ,400.0,0.0,1000.0,300.0,0.0,169.817138671875,35-2 
36,1 ,670.0,0.0,560.0,800.0,-500.0,193.5172576904297,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-21.994434356689453,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,13.859753608703613,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-24.564456939697266,39-1 
