NUMBER,PU,Angle
1,1.0513099431991577,-0.23717224597930908
2,1.055673360824585,-0.22625170648097992
3,1.0433064699172974,-0.27476438879966736
4,1.0340946912765503,-0.22242794930934906
5,1.0496879816055298,-0.1676839292049408
6,1.0509138107299805,-0.1486821323633194
7,1.0383731126785278,-0.1900825798511505
8,1.0363044738769531,-0.2012563794851303
9,1.044321894645691,-0.22667436301708221
10,1.0328466892242432,-0.06219347566366196
11,1.0368202924728394,-0.09252431988716125
12,1.0197745561599731,-0.09656320512294769
13,1.0284570455551147,-0.09885609894990921
14,1.0261715650558472,-0.18621483445167542
15,1.020591378211975,-0.3126753866672516
16,1.0357224941253662,-0.33948829770088196
17,1.0389753580093384,-0.3215184211730957
18,1.0391570329666138,-0.31101012229919434
19,1.0512843132019043,-0.2589738368988037
20,0.9916531443595886,-0.2835332453250885
21,1.0354806184768677,-0.37903863191604614
22,1.0501359701156616,-0.38484159111976624
23,1.0466970205307007,-0.35731062293052673
24,1.0420094728469849,-0.35676467418670654
25,1.0582739114761353,-0.210298553109169
26,1.0530602931976318,-0.26040199398994446
27,1.0402737855911255,-0.30847737193107605
28,1.0506318807601929,-0.19915933907032013
29,1.0502920150756836,-0.15102824568748474
30,1.0475000143051147,-0.18429644405841827
31,0.9819999933242798,-0.02769487537443638
32,1.0,0.28671273589134216
33,0.9972000122070312,-0.16796861588954926
34,1.0123000144958496,-0.1929759830236435
35,1.0493000745773315,-0.29827091097831726
36,1.0635000467300415,-0.22046929597854614
37,1.0277999639511108,-0.09194868057966232
38,1.0264999866485596,-0.027773184701800346
39,1.0299999713897705,-0.24332891404628754
