from_bus BUS#-SCT,from_bus NAME,from_bus --X BASKV,to_bus BUS#-SCT.1,to_bus NAME.1,to_bus --X BASKV.1,LOADING,RATE1,PERCENT,RATE3 PERCENT
1,,1.0000,2,,1.0000*,232.2,1000.0,23.2,1.0 23219.4
1,,1.0000,39,,1.0000*,224.6,1000.0,22.5,1.0 22461.9
2,,1.0000*,3,,1.0000,1009.4,1000.0,100.9,1.0100940.4
2,,1.0000*,25,,1.0000,74.0,1000.0,7.4,1.0  7397.7
3,,1.0000*,4,,1.0000,273.8,1000.0,27.4,1.0 27380.8
3,,1.0000*,18,,1.0000,421.5,1000.0,42.2,1.0 42152.8
4,,1.0000*,5,,1.0000,255.9,1000.0,25.6,1.0 25593.9
4,,1.0000,14,,1.0000*,60.0,1000.0,6.0,1.0  6003.0
5,,1.0000,6,,1.0000*,457.4,1000.0,45.7,1.0 45735.8
5,,1.0000,8,,1.0000*,287.4,1000.0,28.7,1.0 28737.8
6,,1.0000*,7,,1.0000,398.2,1000.0,39.8,1.0 39815.6
6,,1.0000,11,,1.0000*,283.5,1000.0,28.4,1.0 28352.4
7,,1.0000,8,,1.0000*,151.2,1000.0,15.1,1.0 15119.8
8,,1.0000,9,,1.0000*,116.5,1000.0,11.7,1.0 11653.3
9,,1.0000,39,,1.0000*,186.4,1000.0,18.6,1.0 18639.9
10,,1.0000*,11,,1.0000,270.4,1000.0,27.0,1.0 27041.5
10,,1.0000*,13,,1.0000,406.9,1000.0,40.7,1.0 40690.9
13,,1.0000*,14,,1.0000,405.2,1000.0,40.5,1.0 40518.3
14,,1.0000,15,,1.0000*,349.6,1000.0,35.0,1.0 34959.1
15,,1.0000*,16,,1.0000,86.9,1000.0,8.7,1.0  8691.8
16,,1.0000,17,,1.0000*,502.5,1000.0,50.3,1.0 50252.1
16,,1.0000*,19,,1.0000,565.9,500.0,113.2,1.0 56587.8
16,,1.0000,21,,1.0000*,330.7,500.0,66.1,1.0 33066.0
16,,1.0000*,24,,1.0000,114.3,500.0,22.9,1.0 11425.9
17,,1.0000,18,,1.0000*,266.5,500.0,53.3,1.0 26650.9
17,,1.0000,27,,1.0000*,242.7,500.0,48.5,1.0 24270.8
21,,1.0000,22,,1.0000*,619.5,500.0,123.9,1.0 61947.1
22,,1.0000,23,,1.0000*,75.7,500.0,15.1,1.0  7569.3
23,,1.0000*,24,,1.0000,354.0,500.0,70.8,1.0 35396.2
25,,1.0000*,26,,1.0000,337.5,500.0,67.5,1.0 33753.0
26,,1.0000*,27,,1.0000,523.9,500.0,104.8,1.0 52385.8
26,,1.0000*,28,,1.0000,146.9,500.0,29.4,1.0 14690.6
26,,1.0000,29,,1.0000*,197.0,500.0,39.4,1.0 19700.6
28,,1.0000,29,,1.0000*,349.8,500.0,70.0,1.0 34975.4
