NUMBER,ID,PMAX,PMIN,PGEN,QMAX,QMIN,QGEN,BusNum-GenID
30,1 ,500.0,0.0,250.0,800.0,-500.0,83.20453643798828,30-1 
31,1 ,750.0,0.0,1070.915771484375,800.0,-500.0,480.9577331542969,31-1 
32,1 ,750.0,0.0,650.0,800.0,-500.0,25.608306884765625,32-1 
33,1 ,750.0,0.0,632.0,800.0,-500.0,87.4451904296875,33-1 
34,1 ,650.0,0.0,508.0,800.0,-300.0,162.75494384765625,34-1 
35,1 ,750.0,0.0,650.0,800.0,-500.0,170.94979858398438,35-1 
36,1 ,670.0,0.0,560.0,800.0,-500.0,77.66244506835938,36-1 
37,1 ,700.0,0.0,540.0,800.0,-500.0,-25.7506046295166,37-1 
38,1 ,1000.0,0.0,830.0,800.0,-500.0,4.44124174118042,38-1 
39,1 ,1500.0,0.0,1000.0,1500.0,-1000.0,-28.113344192504883,39-1 
